0,1,2,3,4,5
MAHARASHTRA,2011,Graduate,151,61,212
MAHARASHTRA,2011,Post Graduate and Above,20,6,26
MAHARASHTRA,2011,Total,10887,5060,15947
MAHARASHTRA,2012,No Education,1187,655,1842
MAHARASHTRA,2012,Primary,2926,1280,4206
MAHARASHTRA,2012,Middle,2962,1202,4164
MAHARASHTRA,2012,Matriculate/Secondary,3070,1175,4245
MAHARASHTRA,2012,Hr. Secondary/Intermediate/Pre-Universit,831,378,1209
MAHARASHTRA,2012,Diploma,140,46,186
MAHARASHTRA,2012,Graduate,170,65,235
MAHARASHTRA,2012,Post Graduate and Above,18,7,25
MAHARASHTRA,2012,Total,11304,4808,16112
MANIPUR,2001,No Education,3,4,7
MANIPUR,2001,Primary,4,2,6
MANIPUR,2001,Middle,4,5,9
MANIPUR,2001,Matriculate/Secondary,10,5,15
MANIPUR,2001,Hr. Secondary/Intermediate/Pre-Universit,3,0,3
MANIPUR,2001,Diploma,0,0,0
MANIPUR,2001,Graduate,0,1,1
MANIPUR,2001,Post Graduate and Above,0,0,0
MANIPUR,2001,Total,24,17,41
MANIPUR,2002,No Education,3,1,4
MANIPUR,2002,Primary,2,1,3
MANIPUR,2002,Middle,11,3,14
MANIPUR,2002,Matriculate/Secondary,6,2,8
MANIPUR,2002,Hr. Secondary/Intermediate/Pre-Universit,7,2,9
MANIPUR,2002,Diploma,0,0,0
MANIPUR,2002,Graduate,1,0,1
MANIPUR,2002,Post Graduate and Above,0,0,0
MANIPUR,2002,Total,30,9,39
MANIPUR,2003,No Education,0,0,0
MANIPUR,2003,Primary,0,0,0
MANIPUR,2003,Middle,8,3,11
MANIPUR,2003,Matriculate/Secondary,5,1,6
MANIPUR,2003,Hr. Secondary/Intermediate/Pre-Universit,8,1,9
MANIPUR,2003,Diploma,0,0,0
MANIPUR,2003,Graduate,0,0,0
MANIPUR,2003,Post Graduate and Above,0,0,0
MANIPUR,2003,Total,21,5,26
MANIPUR,2004,No Education,1,0,1
MANIPUR,2004,Primary,3,0,3
MANIPUR,2004,Middle,12,5,17
MANIPUR,2004,Matriculate/Secondary,12,4,16
MANIPUR,2004,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
MANIPUR,2004,Diploma,1,0,1
MANIPUR,2004,Graduate,1,0,1
MANIPUR,2004,Post Graduate and Above,0,0,0
MANIPUR,2004,Total,32,9,41
MANIPUR,2005,No Education,2,1,3
MANIPUR,2005,Primary,1,1,2
MANIPUR,2005,Middle,8,1,9
MANIPUR,2005,Matriculate/Secondary,10,1,11
MANIPUR,2005,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
MANIPUR,2005,Diploma,0,0,0
MANIPUR,2005,Graduate,0,0,0
MANIPUR,2005,Post Graduate and Above,0,0,0
MANIPUR,2005,Total,23,4,27
MANIPUR,2006,No Education,1,0,1
MANIPUR,2006,Primary,1,1,2
MANIPUR,2006,Middle,10,0,10
MANIPUR,2006,Matriculate/Secondary,8,8,16
MANIPUR,2006,Hr. Secondary/Intermediate/Pre-Universit,4,3,7
MANIPUR,2006,Diploma,0,0,0
MANIPUR,2006,Graduate,0,0,0
MANIPUR,2006,Post Graduate and Above,0,0,0
MANIPUR,2006,Total,24,12,36
MANIPUR,2007,No Education,2,2,4
MANIPUR,2007,Primary,0,3,3
MANIPUR,2007,Middle,10,3,13
MANIPUR,2007,Matriculate/Secondary,11,2,13
MANIPUR,2007,Hr. Secondary/Intermediate/Pre-Universit,5,1,6
MANIPUR,2007,Diploma,0,0,0
MANIPUR,2007,Graduate,0,0,0
MANIPUR,2007,Post Graduate and Above,0,0,0
MANIPUR,2007,Total,28,11,39
MANIPUR,2008,No Education,2,0,2
MANIPUR,2008,Primary,0,1,1
MANIPUR,2008,Middle,11,6,17
MANIPUR,2008,Matriculate/Secondary,7,3,10
MANIPUR,2008,Hr. Secondary/Intermediate/Pre-Universit,2,1,3
MANIPUR,2008,Diploma,1,0,1
MANIPUR,2008,Graduate,0,0,0
MANIPUR,2008,Post Graduate and Above,0,0,0
MANIPUR,2008,Total,23,11,34
MANIPUR,2009,No Education,1,3,4
MANIPUR,2009,Primary,3,2,5
MANIPUR,2009,Middle,2,3,5
MANIPUR,2009,Matriculate/Secondary,12,1,13
MANIPUR,2009,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
MANIPUR,2009,Diploma,0,0,0
MANIPUR,2009,Graduate,0,0,0
MANIPUR,2009,Post Graduate and Above,0,0,0
MANIPUR,2009,Total,18,9,27
MANIPUR,2010,No Education,0,1,1
MANIPUR,2010,Primary,7,4,11
MANIPUR,2010,Middle,5,5,10
MANIPUR,2010,Matriculate/Secondary,9,3,12
MANIPUR,2010,Hr. Secondary/Intermediate/Pre-Universit,3,0,3
MANIPUR,2010,Diploma,0,0,0
MANIPUR,2010,Graduate,0,0,0
MANIPUR,2010,Post Graduate and Above,0,0,0
MANIPUR,2010,Total,24,13,37
MANIPUR,2011,No Education,1,1,2
MANIPUR,2011,Primary,2,4,6
MANIPUR,2011,Middle,4,5,9
MANIPUR,2011,Matriculate/Secondary,6,5,11
MANIPUR,2011,Hr. Secondary/Intermediate/Pre-Universit,4,0,4
MANIPUR,2011,Diploma,0,0,0
MANIPUR,2011,Graduate,1,0,1
MANIPUR,2011,Post Graduate and Above,0,0,0
MANIPUR,2011,Total,18,15,33
MANIPUR,2012,No Education,0,4,4
MANIPUR,2012,Primary,1,0,1
MANIPUR,2012,Middle,1,4,5
MANIPUR,2012,Matriculate/Secondary,10,8,18
MANIPUR,2012,Hr. Secondary/Intermediate/Pre-Universit,10,2,12
MANIPUR,2012,Diploma,0,0,0
MANIPUR,2012,Graduate,1,0,1
MANIPUR,2012,Post Graduate and Above,0,0,0
MANIPUR,2012,Total,23,18,41
MEGHALAYA,2001,No Education,16,5,21
MEGHALAYA,2001,Primary,13,6,19
MEGHALAYA,2001,Middle,26,6,32
MEGHALAYA,2001,Matriculate/Secondary,6,1,7
MEGHALAYA,2001,Hr. Secondary/Intermediate/Pre-Universit,4,0,4
MEGHALAYA,2001,Diploma,0,0,0
MEGHALAYA,2001,Graduate,4,0,4
MEGHALAYA,2001,Post Graduate and Above,0,0,0
MEGHALAYA,2001,Total,69,18,87
MEGHALAYA,2002,No Education,21,10,31
MEGHALAYA,2002,Primary,9,5,14
MEGHALAYA,2002,Middle,9,3,12
MEGHALAYA,2002,Matriculate/Secondary,8,0,8
MEGHALAYA,2002,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
MEGHALAYA,2002,Diploma,0,0,0
MEGHALAYA,2002,Graduate,0,0,0
MEGHALAYA,2002,Post Graduate and Above,0,0,0
MEGHALAYA,2002,Total,49,18,67
MEGHALAYA,2003,No Education,10,2,12
MEGHALAYA,2003,Primary,4,0,4
MEGHALAYA,2003,Middle,10,3,13
MEGHALAYA,2003,Matriculate/Secondary,5,2,7
MEGHALAYA,2003,Hr. Secondary/Intermediate/Pre-Universit,2,2,4
MEGHALAYA,2003,Diploma,0,0,0
MEGHALAYA,2003,Graduate,1,0,1
MEGHALAYA,2003,Post Graduate and Above,0,0,0
MEGHALAYA,2003,Total,32,9,41
MEGHALAYA,2004,No Education,9,6,15
MEGHALAYA,2004,Primary,7,3,10
MEGHALAYA,2004,Middle,9,3,12
MEGHALAYA,2004,Matriculate/Secondary,6,1,7
MEGHALAYA,2004,Hr. Secondary/Intermediate/Pre-Universit,6,3,9
MEGHALAYA,2004,Diploma,0,0,0
MEGHALAYA,2004,Graduate,1,0,1
MEGHALAYA,2004,Post Graduate and Above,1,0,1
MEGHALAYA,2004,Total,39,16,55
MEGHALAYA,2005,No Education,16,6,22
MEGHALAYA,2005,Primary,15,6,21
MEGHALAYA,2005,Middle,12,5,17
MEGHALAYA,2005,Matriculate/Secondary,6,2,8
MEGHALAYA,2005,Hr. Secondary/Intermediate/Pre-Universit,1,1,2
MEGHALAYA,2005,Diploma,0,0,0
MEGHALAYA,2005,Graduate,0,1,1
MEGHALAYA,2005,Post Graduate and Above,0,0,0
MEGHALAYA,2005,Total,50,21,71
MEGHALAYA,2006,No Education,6,1,7
MEGHALAYA,2006,Primary,12,6,18
MEGHALAYA,2006,Middle,28,11,39
MEGHALAYA,2006,Matriculate/Secondary,13,5,18
MEGHALAYA,2006,Hr. Secondary/Intermediate/Pre-Universit,9,0,9
MEGHALAYA,2006,Diploma,0,0,0
MEGHALAYA,2006,Graduate,0,0,0
MEGHALAYA,2006,Post Graduate and Above,1,0,1
MEGHALAYA,2006,Total,69,23,92
MEGHALAYA,2007,No Education,15,7,22
MEGHALAYA,2007,Primary,7,1,8
MEGHALAYA,2007,Middle,19,9,28
MEGHALAYA,2007,Matriculate/Secondary,14,7,21
MEGHALAYA,2007,Hr. Secondary/Intermediate/Pre-Universit,5,3,8
MEGHALAYA,2007,Diploma,0,0,0
MEGHALAYA,2007,Graduate,0,0,0
MEGHALAYA,2007,Post Graduate and Above,0,0,0
MEGHALAYA,2007,Total,60,27,87
MEGHALAYA,2008,No Education,15,8,23
MEGHALAYA,2008,Primary,3,3,6
MEGHALAYA,2008,Middle,17,6,23
MEGHALAYA,2008,Matriculate/Secondary,12,7,19
MEGHALAYA,2008,Hr. Secondary/Intermediate/Pre-Universit,10,3,13
MEGHALAYA,2008,Diploma,0,0,0
MEGHALAYA,2008,Graduate,0,1,1
MEGHALAYA,2008,Post Graduate and Above,0,0,0
MEGHALAYA,2008,Total,57,28,85
MEGHALAYA,2009,No Education,9,6,15
MEGHALAYA,2009,Primary,10,3,13
MEGHALAYA,2009,Middle,17,19,36
MEGHALAYA,2009,Matriculate/Secondary,13,8,21
MEGHALAYA,2009,Hr. Secondary/Intermediate/Pre-Universit,17,9,26
MEGHALAYA,2009,Diploma,0,0,0
MEGHALAYA,2009,Graduate,1,0,1
MEGHALAYA,2009,Post Graduate and Above,0,0,0
MEGHALAYA,2009,Total,67,45,112
MEGHALAYA,2010,No Education,15,11,26
MEGHALAYA,2010,Primary,31,5,36
MEGHALAYA,2010,Middle,15,9,24
MEGHALAYA,2010,Matriculate/Secondary,15,3,18
MEGHALAYA,2010,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
MEGHALAYA,2010,Diploma,0,0,0
MEGHALAYA,2010,Graduate,2,0,2
MEGHALAYA,2010,Post Graduate and Above,0,0,0
MEGHALAYA,2010,Total,80,28,108
MEGHALAYA,2011,No Education,15,3,18
MEGHALAYA,2011,Primary,21,17,38
MEGHALAYA,2011,Middle,22,9,31
MEGHALAYA,2011,Matriculate/Secondary,25,6,31
MEGHALAYA,2011,Hr. Secondary/Intermediate/Pre-Universit,13,2,15
MEGHALAYA,2011,Diploma,10,0,10
MEGHALAYA,2011,Graduate,5,3,8
MEGHALAYA,2011,Post Graduate and Above,0,2,2
MEGHALAYA,2011,Total,111,42,153
MEGHALAYA,2012,No Education,18,11,29
MEGHALAYA,2012,Primary,29,14,43
MEGHALAYA,2012,Middle,20,6,26
MEGHALAYA,2012,Matriculate/Secondary,23,6,29
MEGHALAYA,2012,Hr. Secondary/Intermediate/Pre-Universit,0,1,1
MEGHALAYA,2012,Diploma,0,0,0
MEGHALAYA,2012,Graduate,0,0,0
MEGHALAYA,2012,Post Graduate and Above,0,0,0
MEGHALAYA,2012,Total,90,38,128
MIZORAM,2001,No Education,0,0,0
MIZORAM,2001,Primary,4,2,6
MIZORAM,2001,Middle,21,3,24
MIZORAM,2001,Matriculate/Secondary,12,2,14
MIZORAM,2001,Hr. Secondary/Intermediate/Pre-Universit,9,1,10
MIZORAM,2001,Diploma,0,0,0
MIZORAM,2001,Graduate,0,0,0
MIZORAM,2001,Post Graduate and Above,0,0,0
MIZORAM,2001,Total,46,8,54
MIZORAM,2002,No Education,8,0,8
MIZORAM,2002,Primary,16,7,23
MIZORAM,2002,Middle,25,3,28
MIZORAM,2002,Matriculate/Secondary,5,0,5
MIZORAM,2002,Hr. Secondary/Intermediate/Pre-Universit,1,0,1
MIZORAM,2002,Diploma,0,0,0
MIZORAM,2002,Graduate,1,0,1
MIZORAM,2002,Post Graduate and Above,0,0,0
MIZORAM,2002,Total,56,10,66
MIZORAM,2003,No Education,0,1,1
MIZORAM,2003,Primary,16,3,19
MIZORAM,2003,Middle,16,5,21
MIZORAM,2003,Matriculate/Secondary,8,2,10
MIZORAM,2003,Hr. Secondary/Intermediate/Pre-Universit,1,0,1
MIZORAM,2003,Diploma,0,0,0
MIZORAM,2003,Graduate,0,0,0
MIZORAM,2003,Post Graduate and Above,0,0,0
MIZORAM,2003,Total,41,11,52
MIZORAM,2004,No Education,5,0,5
MIZORAM,2004,Primary,15,4,19
MIZORAM,2004,Middle,26,1,27
MIZORAM,2004,Matriculate/Secondary,5,0,5
MIZORAM,2004,Hr. Secondary/Intermediate/Pre-Universit,1,1,2
MIZORAM,2004,Diploma,1,0,1
MIZORAM,2004,Graduate,0,1,1
MIZORAM,2004,Post Graduate and Above,0,0,0
MIZORAM,2004,Total,53,7,60
MIZORAM,2005,No Education,5,0,5
MIZORAM,2005,Primary,16,3,19
MIZORAM,2005,Middle,22,4,26
MIZORAM,2005,Matriculate/Secondary,3,1,4
MIZORAM,2005,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
MIZORAM,2005,Diploma,0,0,0
MIZORAM,2005,Graduate,1,0,1
MIZORAM,2005,Post Graduate and Above,0,0,0
MIZORAM,2005,Total,47,8,55
MIZORAM,2006,No Education,4,0,4
MIZORAM,2006,Primary,10,4,14
MIZORAM,2006,Middle,26,3,29
MIZORAM,2006,Matriculate/Secondary,6,0,6
MIZORAM,2006,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
MIZORAM,2006,Diploma,14,3,17
MIZORAM,2006,Graduate,0,0,0
MIZORAM,2006,Post Graduate and Above,0,0,0
MIZORAM,2006,Total,60,10,70
MIZORAM,2007,No Education,2,2,4
MIZORAM,2007,Primary,2,0,2
MIZORAM,2007,Middle,0,0,0
MIZORAM,2007,Matriculate/Secondary,7,2,9
MIZORAM,2007,Hr. Secondary/Intermediate/Pre-Universit,9,1,10
MIZORAM,2007,Diploma,0,0,0
MIZORAM,2007,Graduate,2,1,3
MIZORAM,2007,Post Graduate and Above,0,0,0
MIZORAM,2007,Total,22,6,28
MIZORAM,2008,No Education,0,2,2
MIZORAM,2008,Primary,5,2,7
MIZORAM,2008,Middle,22,1,23
MIZORAM,2008,Matriculate/Secondary,7,0,7
MIZORAM,2008,Hr. Secondary/Intermediate/Pre-Universit,1,1,2
MIZORAM,2008,Diploma,0,0,0
MIZORAM,2008,Graduate,0,0,0
MIZORAM,2008,Post Graduate and Above,0,0,0
MIZORAM,2008,Total,35,6,41
MIZORAM,2009,No Education,4,1,5
MIZORAM,2009,Primary,16,1,17
MIZORAM,2009,Middle,42,5,47
MIZORAM,2009,Matriculate/Secondary,0,0,0
MIZORAM,2009,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
MIZORAM,2009,Diploma,0,0,0
MIZORAM,2009,Graduate,0,0,0
MIZORAM,2009,Post Graduate and Above,0,0,0
MIZORAM,2009,Total,62,7,69
MIZORAM,2010,No Education,1,4,5
MIZORAM,2010,Primary,25,3,28
MIZORAM,2010,Middle,30,2,32
MIZORAM,2010,Matriculate/Secondary,9,0,9
MIZORAM,2010,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
MIZORAM,2010,Diploma,0,0,0
MIZORAM,2010,Graduate,0,0,0
MIZORAM,2010,Post Graduate and Above,0,0,0
MIZORAM,2010,Total,67,9,76
MIZORAM,2011,No Education,0,1,1
MIZORAM,2011,Primary,27,1,28
MIZORAM,2011,Middle,28,5,33
MIZORAM,2011,Matriculate/Secondary,17,5,22
MIZORAM,2011,Hr. Secondary/Intermediate/Pre-Universit,5,1,6
MIZORAM,2011,Diploma,0,0,0
MIZORAM,2011,Graduate,0,0,0
MIZORAM,2011,Post Graduate and Above,0,0,0
MIZORAM,2011,Total,77,13,90
MIZORAM,2012,No Education,51,2,53
MIZORAM,2012,Primary,11,5,16
MIZORAM,2012,Middle,60,7,67
MIZORAM,2012,Matriculate/Secondary,33,2,35
MIZORAM,2012,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
MIZORAM,2012,Diploma,0,0,0
MIZORAM,2012,Graduate,0,0,0
MIZORAM,2012,Post Graduate and Above,0,0,0
MIZORAM,2012,Total,157,16,173
NAGALAND,2001,No Education,1,2,3
NAGALAND,2001,Primary,7,4,11
NAGALAND,2001,Middle,10,7,17
NAGALAND,2001,Matriculate/Secondary,4,2,6
NAGALAND,2001,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
NAGALAND,2001,Diploma,1,0,1
NAGALAND,2001,Graduate,0,0,0
NAGALAND,2001,Post Graduate and Above,0,0,0
NAGALAND,2001,Total,25,15,40
NAGALAND,2002,No Education,3,1,4
NAGALAND,2002,Primary,2,2,4
NAGALAND,2002,Middle,6,3,9
NAGALAND,2002,Matriculate/Secondary,7,2,9
NAGALAND,2002,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
NAGALAND,2002,Diploma,0,0,0
NAGALAND,2002,Graduate,0,0,0
NAGALAND,2002,Post Graduate and Above,1,0,1
NAGALAND,2002,Total,19,8,27
NAGALAND,2003,No Education,0,1,1
NAGALAND,2003,Primary,6,2,8
NAGALAND,2003,Middle,7,2,9
NAGALAND,2003,Matriculate/Secondary,3,0,3
NAGALAND,2003,Hr. Secondary/Intermediate/Pre-Universit,1,0,1
NAGALAND,2003,Diploma,0,0,0
NAGALAND,2003,Graduate,0,0,0
NAGALAND,2003,Post Graduate and Above,0,0,0
NAGALAND,2003,Total,17,5,22
NAGALAND,2004,No Education,4,1,5
NAGALAND,2004,Primary,4,0,4
NAGALAND,2004,Middle,11,2,13
NAGALAND,2004,Matriculate/Secondary,6,0,6
NAGALAND,2004,Hr. Secondary/Intermediate/Pre-Universit,0,3,3
NAGALAND,2004,Diploma,0,0,0
NAGALAND,2004,Graduate,0,0,0
NAGALAND,2004,Post Graduate and Above,0,0,0
NAGALAND,2004,Total,25,6,31
NAGALAND,2005,No Education,3,1,4
NAGALAND,2005,Primary,3,3,6
NAGALAND,2005,Middle,7,2,9
NAGALAND,2005,Matriculate/Secondary,4,0,4
NAGALAND,2005,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
NAGALAND,2005,Diploma,0,0,0
NAGALAND,2005,Graduate,2,0,2
NAGALAND,2005,Post Graduate and Above,0,0,0
NAGALAND,2005,Total,21,6,27
NAGALAND,2006,No Education,5,1,6
NAGALAND,2006,Primary,1,1,2
NAGALAND,2006,Middle,6,5,11
NAGALAND,2006,Matriculate/Secondary,6,2,8
NAGALAND,2006,Hr. Secondary/Intermediate/Pre-Universit,1,0,1
NAGALAND,2006,Diploma,0,0,0
NAGALAND,2006,Graduate,0,0,0
NAGALAND,2006,Post Graduate and Above,0,0,0
NAGALAND,2006,Total,19,9,28
NAGALAND,2007,No Education,0,0,0
NAGALAND,2007,Primary,0,0,0
NAGALAND,2007,Middle,9,5,14
NAGALAND,2007,Matriculate/Secondary,8,2,10
NAGALAND,2007,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
NAGALAND,2007,Diploma,0,0,0
NAGALAND,2007,Graduate,0,0,0
NAGALAND,2007,Post Graduate and Above,0,0,0
NAGALAND,2007,Total,17,7,24
NAGALAND,2008,No Education,4,0,4
NAGALAND,2008,Primary,16,4,20
NAGALAND,2008,Middle,4,4,8
NAGALAND,2008,Matriculate/Secondary,8,2,10
NAGALAND,2008,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
NAGALAND,2008,Diploma,0,0,0
NAGALAND,2008,Graduate,0,0,0
NAGALAND,2008,Post Graduate and Above,0,0,0
NAGALAND,2008,Total,32,10,42
NAGALAND,2009,No Education,4,2,6
NAGALAND,2009,Primary,2,2,4
NAGALAND,2009,Middle,8,1,9
NAGALAND,2009,Matriculate/Secondary,10,1,11
NAGALAND,2009,Hr. Secondary/Intermediate/Pre-Universit,1,0,1
NAGALAND,2009,Diploma,0,0,0
NAGALAND,2009,Graduate,0,0,0
NAGALAND,2009,Post Graduate and Above,0,0,0
NAGALAND,2009,Total,25,6,31
NAGALAND,2010,No Education,1,0,1
NAGALAND,2010,Primary,5,1,6
NAGALAND,2010,Middle,1,0,1
NAGALAND,2010,Matriculate/Secondary,4,0,4
NAGALAND,2010,Hr. Secondary/Intermediate/Pre-Universit,0,0,0
NAGALAND,2010,Diploma,0,0,0
NAGALAND,2010,Graduate,0,0,0
NAGALAND,2010,Post Graduate and Above,0,0,0
NAGALAND,2010,Total,11,1,12
NAGALAND,2011,No Education,1,0,1
NAGALAND,2011,Primary,9,0,9
NAGALAND,2011,Middle,6,5,11
NAGALAND,2011,Matriculate/Secondary,8,3,11
NAGALAND,2011,Hr. Secondary/Intermediate/Pre-Universit,1,0,1
NAGALAND,2011,Diploma,0,0,0
NAGALAND,2011,Graduate,0,0,0
NAGALAND,2011,Post Graduate and Above,0,0,0
NAGALAND,2011,Total,25,8,33
NAGALAND,2012,No Education,6,0,6
NAGALAND,2012,Primary,4,3,7
NAGALAND,2012,Middle,10,2,12
NAGALAND,2012,Matriculate/Secondary,2,1,3
NAGALAND,2012,Hr. Secondary/Intermediate/Pre-Universit,2,0,2
NAGALAND,2012,Diploma,0,0,0
NAGALAND,2012,Graduate,0,0,0
NAGALAND,2012,Post Graduate and Above,0,0,0
NAGALAND,2012,Total,24,6,30
ODISHA,2001,No Education,633,676,1309
ODISHA,2001,Primary,463,487,950
ODISHA,2001,Middle,465,326,791
ODISHA,2001,Matriculate/Secondary,334,306,640
ODISHA,2001,Hr. Secondary/Intermediate/Pre-Universit,132,123,255
ODISHA,2001,Diploma,16,3,19
ODISHA,2001,Graduate,38,33,71
ODISHA,2001,Post Graduate and Above,8,9,17
ODISHA,2001,Total,2089,1963,4052
ODISHA,2002,No Education,554,606,1160
ODISHA,2002,Primary,623,440,1063
ODISHA,2002,Middle,612,333,945
ODISHA,2002,Matriculate/Secondary,501,273,774
ODISHA,2002,Hr. Secondary/Intermediate/Pre-Universit,200,74,274
ODISHA,2002,Diploma,24,6,30
ODISHA,2002,Graduate,108,20,128
ODISHA,2002,Post Graduate and Above,9,5,14
ODISHA,2002,Total,2631,1757,4388
ODISHA,2003,No Education,541,520,1061
ODISHA,2003,Primary,707,436,1143
ODISHA,2003,Middle,612,321,933
ODISHA,2003,Matriculate/Secondary,515,250,765
ODISHA,2003,Hr. Secondary/Intermediate/Pre-Universit,234,106,340
ODISHA,2003,Diploma,22,5,27
ODISHA,2003,Graduate,100,34,134
ODISHA,2003,Post Graduate and Above,9,8,17
ODISHA,2003,Total,2740,1680,4420
ODISHA,2004,No Education,558,563,1121
ODISHA,2004,Primary,527,388,915
ODISHA,2004,Middle,558,352,910
ODISHA,2004,Matriculate/Secondary,498,268,766
ODISHA,2004,Hr. Secondary/Intermediate/Pre-Universit,251,77,328
ODISHA,2004,Diploma,24,2,26
ODISHA,2004,Graduate,119,20,139
ODISHA,2004,Post Graduate and Above,9,1,10
ODISHA,2004,Total,2544,1671,4215
ODISHA,2005,No Education,555,484,1039
ODISHA,2005,Primary,586,456,1042
ODISHA,2005,Middle,560,334,894
ODISHA,2005,Matriculate/Secondary,443,220,663
ODISHA,2005,Hr. Secondary/Intermediate/Pre-Universit,228,106,334
ODISHA,2005,Diploma,18,3,21
ODISHA,2005,Graduate,158,48,206
ODISHA,2005,Post Graduate and Above,6,3,9
ODISHA,2005,Total,2554,1654,4208
ODISHA,2006,No Education,370,407,777
ODISHA,2006,Primary,509,403,912
ODISHA,2006,Middle,553,375,928
ODISHA,2006,Matriculate/Secondary,511,321,832
ODISHA,2006,Hr. Secondary/Intermediate/Pre-Universit,302,126,428
ODISHA,2006,Diploma,11,5,16
ODISHA,2006,Graduate,113,48,161
ODISHA,2006,Post Graduate and Above,4,7,11
ODISHA,2006,Total,2373,1692,4065
ODISHA,2007,No Education,483,459,942
ODISHA,2007,Primary,517,379,896
ODISHA,2007,Middle,530,462,992
ODISHA,2007,Matriculate/Secondary,443,236,679
ODISHA,2007,Hr. Secondary/Intermediate/Pre-Universit,337,219,556
ODISHA,2007,Diploma,47,9,56
ODISHA,2007,Graduate,119,52,171
ODISHA,2007,Post Graduate and Above,12,4,16
ODISHA,2007,Total,2488,1820,4308
ODISHA,2008,No Education,471,350,821
ODISHA,2008,Primary,707,395,1102
ODISHA,2008,Middle,699,338,1037
ODISHA,2008,Matriculate/Secondary,626,339,965
ODISHA,2008,Hr. Secondary/Intermediate/Pre-Universit,402,212,614
ODISHA,2008,Diploma,20,15,35
ODISHA,2008,Graduate,218,88,306
ODISHA,2008,Post Graduate and Above,12,12,24
ODISHA,2008,Total,3155,1749,4904
ODISHA,2009,No Education,482,372,854
ODISHA,2009,Primary,528,418,946
ODISHA,2009,Middle,490,316,806
ODISHA,2009,Matriculate/Secondary,536,360,896
ODISHA,2009,Hr. Secondary/Intermediate/Pre-Universit,309,181,490
ODISHA,2009,Diploma,28,10,38
ODISHA,2009,Graduate,162,110,272
ODISHA,2009,Post Graduate and Above,32,31,63
ODISHA,2009,Total,2567,1798,4365
ODISHA,2010,No Education,391,380,771
ODISHA,2010,Primary,505,446,951
ODISHA,2010,Middle,493,334,827
ODISHA,2010,Matriculate/Secondary,489,377,866
ODISHA,2010,Hr. Secondary/Intermediate/Pre-Universit,347,191,538
ODISHA,2010,Diploma,22,10,32
ODISHA,2010,Graduate,176,83,259
ODISHA,2010,Post Graduate and Above,7,4,11
ODISHA,2010,Total,2430,1825,4255
ODISHA,2011,No Education,560,420,980
ODISHA,2011,Primary,613,461,1074
ODISHA,2011,Middle,617,395,1012
ODISHA,2011,Matriculate/Secondary,680,446,1126
ODISHA,2011,Hr. Secondary/Intermediate/Pre-Universit,350,299,649
ODISHA,2011,Diploma,26,33,59
ODISHA,2011,Graduate,181,122,303
ODISHA,2011,Post Graduate and Above,33,5,38
ODISHA,2011,Total,3060,2181,5241
ODISHA,2012,No Education,650,392,1042
ODISHA,2012,Primary,568,474,1042
ODISHA,2012,Middle,625,497,1122
ODISHA,2012,Matriculate/Secondary,546,392,938
ODISHA,2012,Hr. Secondary/Intermediate/Pre-Universit,276,216,492
ODISHA,2012,Diploma,40,29,69
ODISHA,2012,Graduate,169,123,292
ODISHA,2012,Post Graduate and Above,22,8,30
ODISHA,2012,Total,2896,2131,5027
PUNJAB,2001,No Education,146,58,204
PUNJAB,2001,Primary,95,44,139
PUNJAB,2001,Middle,57,36,93
PUNJAB,2001,Matriculate/Secondary,72,39,111
PUNJAB,2001,Hr. Secondary/Intermediate/Pre-Universit,17,47,64
PUNJAB,2001,Diploma,4,0,4
PUNJAB,2001,Graduate,4,0,4
PUNJAB,2001,Post Graduate and Above,1,28,29
PUNJAB,2001,Total,396,252,648
PUNJAB,2002,No Education,155,27,182
PUNJAB,2002,Primary,72,21,93
PUNJAB,2002,Middle,48,20,68
PUNJAB,2002,Matriculate/Secondary,75,28,103
PUNJAB,2002,Hr. Secondary/Intermediate/Pre-Universit,35,10,45
PUNJAB,2002,Diploma,2,3,5
PUNJAB,2002,Graduate,9,1,10
PUNJAB,2002,Post Graduate and Above,1,0,1
PUNJAB,2002,Total,397,110,507
PUNJAB,2003,No Education,145,33,178
PUNJAB,2003,Primary,78,20,98
PUNJAB,2003,Middle,68,15,83
PUNJAB,2003,Matriculate/Secondary,77,30,107
PUNJAB,2003,Hr. Secondary/Intermediate/Pre-Universit,62,9,71
PUNJAB,2003,Diploma,13,6,19
PUNJAB,2003,Graduate,35,8,43
PUNJAB,2003,Post Graduate and Above,28,4,32
PUNJAB,2003,Total,506,125,631
PUNJAB,2004,No Education,162,35,197
PUNJAB,2004,Primary,72,17,89
PUNJAB,2004,Middle,60,18,78
