0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
TOTAL (UTs),2005,Failure in Examination,3,15,2,0,0,20,2,17,0,0,0,19,39
TOTAL (UTs),2005,Fall in Social Reputation,0,15,7,4,0,26,0,4,7,1,0,12,38
TOTAL (UTs),2005,Family Problems,1,140,158,109,22,430,1,127,83,14,4,229,659
TOTAL (UTs),2005,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,1,0,0,0,1,1
TOTAL (UTs),2005,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2005,Love Affairs,1,28,7,0,0,36,1,21,2,0,0,24,60
TOTAL (UTs),2005,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2005,Poverty,0,9,12,2,1,24,0,5,2,1,0,8,32
TOTAL (UTs),2005,Professional/Career Problem,0,3,1,0,1,5,0,2,2,0,0,4,9
TOTAL (UTs),2005,Property Dispute,0,2,4,0,0,6,0,0,0,1,0,1,7
TOTAL (UTs),2005,Unemployment,0,20,17,0,0,37,0,2,1,0,0,3,40
TOTAL (UTs),2005,Causes Not known,3,161,102,48,8,322,7,95,47,9,1,159,481
TOTAL (UTs),2005,Other Causes (Please Specify),8,49,63,33,11,164,7,51,24,12,6,100,264
TOTAL (UTs),2005,Total,17,519,452,267,77,1332,19,441,220,66,34,780,2112
TOTAL (UTs),2005,Total Illness,1,47,48,64,34,194,1,57,35,27,20,140,334
TOTAL (UTs),2006,Bankruptcy or Sudden change in Economic Status,0,5,6,1,0,12,0,2,1,0,0,3,15
TOTAL (UTs),2006,Suspected/Illicit Relation,0,1,1,1,0,3,0,3,0,0,0,3,6
TOTAL (UTs),2006,Cancellation/Non-Settlement of Marriage,0,3,3,1,0,7,0,9,4,0,0,13,20
TOTAL (UTs),2006,Not having Children (Barrenness/Impotency),0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2006,Illness (Aids/STD),0,4,2,0,0,6,0,2,0,0,0,2,8
TOTAL (UTs),2006,Cancer,0,0,2,2,0,4,0,1,0,0,1,2,6
TOTAL (UTs),2006,Paralysis,0,0,0,0,0,0,0,1,0,1,1,3,3
TOTAL (UTs),2006,Insanity/Mental Illness,0,19,25,18,7,69,0,16,6,4,3,29,98
TOTAL (UTs),2006,Other Prolonged Illness,0,29,64,56,29,178,4,55,20,14,6,99,277
TOTAL (UTs),2006,Death of Dear Person,0,4,4,3,0,11,0,1,1,2,1,5,16
TOTAL (UTs),2006,Dowry Dispute,0,0,0,0,0,0,0,62,8,0,0,70,70
TOTAL (UTs),2006,Divorce,0,0,0,0,0,0,0,0,0,1,0,1,1
TOTAL (UTs),2006,Drug Abuse/Addiction,0,9,12,3,3,27,0,1,4,0,0,5,32
TOTAL (UTs),2006,Failure in Examination,1,12,0,0,0,13,4,14,0,0,0,18,31
TOTAL (UTs),2006,Fall in Social Reputation,0,3,12,7,1,23,0,2,5,1,0,8,31
TOTAL (UTs),2006,Family Problems,4,151,147,57,14,373,6,121,76,11,3,217,590
TOTAL (UTs),2006,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2006,Illegitimate Pregnancy,0,8,0,0,0,8,0,3,0,0,0,3,11
TOTAL (UTs),2006,Love Affairs,1,36,3,0,0,40,4,21,3,0,0,28,68
TOTAL (UTs),2006,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2006,Poverty,0,6,11,6,0,23,0,4,1,0,0,5,28
TOTAL (UTs),2006,Professional/Career Problem,0,3,6,2,0,11,0,1,0,0,0,1,12
TOTAL (UTs),2006,Property Dispute,0,7,5,1,0,13,0,0,0,1,0,1,14
TOTAL (UTs),2006,Unemployment,0,35,17,7,0,59,0,2,0,0,0,2,61
TOTAL (UTs),2006,Causes Not known,5,203,165,66,13,452,12,128,67,10,3,220,672
TOTAL (UTs),2006,Other Causes (Please Specify),7,57,63,33,7,167,1,37,13,4,5,60,227
TOTAL (UTs),2006,Total,18,595,548,264,74,1499,31,486,209,49,23,798,2297
TOTAL (UTs),2006,Total Illness,0,52,93,76,36,257,4,75,26,19,11,135,392
TOTAL (UTs),2007,Bankruptcy or Sudden change in Economic Status,0,7,8,4,0,19,0,3,1,0,0,4,23
TOTAL (UTs),2007,Suspected/Illicit Relation,0,2,0,0,0,2,1,3,1,0,0,5,7
TOTAL (UTs),2007,Cancellation/Non-Settlement of Marriage,0,7,5,0,0,12,0,10,3,0,0,13,25
TOTAL (UTs),2007,Not having Children (Barrenness/Impotency),0,0,1,0,0,1,0,2,1,0,0,3,4
TOTAL (UTs),2007,Illness (Aids/STD),0,0,1,2,0,3,0,0,0,0,0,0,3
TOTAL (UTs),2007,Cancer,0,0,0,0,1,1,0,0,1,0,2,3,4
TOTAL (UTs),2007,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2007,Insanity/Mental Illness,0,11,20,21,3,55,0,8,16,6,2,32,87
TOTAL (UTs),2007,Other Prolonged Illness,1,26,39,35,26,127,2,38,14,7,7,68,195
TOTAL (UTs),2007,Death of Dear Person,0,1,5,1,3,10,0,2,1,0,0,3,13
TOTAL (UTs),2007,Dowry Dispute,0,2,0,0,0,2,0,65,5,0,0,70,72
TOTAL (UTs),2007,Divorce,0,0,0,0,0,0,0,1,0,0,0,1,1
TOTAL (UTs),2007,Drug Abuse/Addiction,0,10,8,1,1,20,0,1,0,1,1,3,23
TOTAL (UTs),2007,Failure in Examination,4,29,1,0,0,34,5,30,0,0,0,35,69
TOTAL (UTs),2007,Fall in Social Reputation,0,4,1,1,1,7,0,2,1,0,0,3,10
TOTAL (UTs),2007,Family Problems,3,117,203,75,13,411,2,139,93,9,4,247,658
TOTAL (UTs),2007,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,3,2,2,0,7,7
TOTAL (UTs),2007,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2007,Love Affairs,0,30,3,0,0,33,1,40,3,1,0,45,78
TOTAL (UTs),2007,"Physical Abuse (Rape,Incest Etc.)",0,6,2,1,0,9,0,0,0,0,0,0,9
TOTAL (UTs),2007,Poverty,0,10,6,5,1,22,0,5,2,0,0,7,29
TOTAL (UTs),2007,Professional/Career Problem,0,5,1,1,0,7,0,1,0,0,0,1,8
TOTAL (UTs),2007,Property Dispute,0,2,2,0,0,4,0,1,0,0,0,1,5
TOTAL (UTs),2007,Unemployment,0,36,12,1,0,49,0,5,0,0,0,5,54
TOTAL (UTs),2007,Causes Not known,5,207,175,61,13,461,7,122,47,8,5,189,650
TOTAL (UTs),2007,Other Causes (Please Specify),4,72,78,38,15,207,9,52,17,7,4,89,296
TOTAL (UTs),2007,Total,17,584,571,247,77,1496,27,533,208,41,25,834,2330
TOTAL (UTs),2007,Total Illness,1,37,60,58,30,186,2,46,31,13,11,103,289
TOTAL (UTs),2008,Bankruptcy or Sudden change in Economic Status,0,8,11,11,0,30,0,6,1,0,0,7,37
TOTAL (UTs),2008,Suspected/Illicit Relation,0,3,0,1,0,4,0,10,2,0,0,12,16
TOTAL (UTs),2008,Cancellation/Non-Settlement of Marriage,0,13,2,0,0,15,1,14,1,0,0,16,31
TOTAL (UTs),2008,Not having Children (Barrenness/Impotency),0,0,0,0,0,0,0,3,4,2,0,9,9
TOTAL (UTs),2008,Illness (Aids/STD),0,2,4,2,7,15,0,1,0,0,0,1,16
TOTAL (UTs),2008,Cancer,0,0,3,2,0,5,0,0,0,0,1,1,6
TOTAL (UTs),2008,Paralysis,0,1,0,1,0,2,0,0,0,0,0,0,2
TOTAL (UTs),2008,Insanity/Mental Illness,0,11,23,29,2,65,1,11,7,4,3,26,91
TOTAL (UTs),2008,Other Prolonged Illness,1,18,54,46,18,137,1,41,27,9,9,87,224
TOTAL (UTs),2008,Death of Dear Person,0,1,4,2,2,9,0,7,1,2,1,11,20
TOTAL (UTs),2008,Dowry Dispute,0,0,0,0,0,0,0,39,10,0,0,49,49
TOTAL (UTs),2008,Divorce,0,0,0,1,0,1,0,0,0,0,0,0,1
TOTAL (UTs),2008,Drug Abuse/Addiction,0,14,10,1,0,25,0,2,1,1,0,4,29
TOTAL (UTs),2008,Failure in Examination,9,32,1,0,1,43,4,26,4,0,0,34,77
TOTAL (UTs),2008,Fall in Social Reputation,0,4,11,5,1,21,0,0,3,0,0,3,24
TOTAL (UTs),2008,Family Problems,5,101,115,73,11,305,0,142,69,12,2,225,530
TOTAL (UTs),2008,Ideological Causes/Hero Worshipping,0,0,1,0,0,1,0,0,0,0,0,0,1
TOTAL (UTs),2008,Illegitimate Pregnancy,0,0,0,0,0,0,2,1,0,0,0,3,3
TOTAL (UTs),2008,Love Affairs,0,42,2,0,0,44,1,41,1,0,0,43,87
TOTAL (UTs),2008,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,1,0,0,0,1,1
TOTAL (UTs),2008,Poverty,0,9,10,1,0,20,1,3,1,1,0,6,26
TOTAL (UTs),2008,Professional/Career Problem,0,8,5,2,0,15,0,3,0,1,0,4,19
TOTAL (UTs),2008,Property Dispute,0,6,7,3,2,18,0,0,2,0,0,2,20
TOTAL (UTs),2008,Unemployment,0,33,19,3,0,55,0,2,1,0,0,3,58
TOTAL (UTs),2008,Causes Not known,3,149,134,41,12,339,3,106,38,11,3,161,500
TOTAL (UTs),2008,Other Causes (Please Specify),1,74,58,18,11,162,4,48,14,5,5,76,238
TOTAL (UTs),2008,Total,19,529,474,242,67,1331,18,507,187,48,24,784,2115
TOTAL (UTs),2008,Total Illness,1,32,84,80,27,224,2,53,34,13,13,115,339
TOTAL (UTs),2009,Bankruptcy or Sudden change in Economic Status,0,3,7,4,2,16,0,2,0,0,1,3,19
TOTAL (UTs),2009,Suspected/Illicit Relation,0,4,3,0,0,7,0,7,1,0,0,8,15
TOTAL (UTs),2009,Cancellation/Non-Settlement of Marriage,0,8,9,0,0,17,2,10,3,0,0,15,32
TOTAL (UTs),2009,Not having Children (Barrenness/Impotency),0,0,3,1,0,4,0,3,6,0,0,9,13
TOTAL (UTs),2009,Illness (Aids/STD),0,1,1,1,0,3,0,0,1,0,0,1,4
TOTAL (UTs),2009,Cancer,0,1,0,2,2,5,0,1,0,2,0,3,8
TOTAL (UTs),2009,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2009,Insanity/Mental Illness,0,22,16,12,7,57,1,2,11,5,3,22,79
TOTAL (UTs),2009,Other Prolonged Illness,1,31,43,52,24,151,1,33,14,18,14,80,231
TOTAL (UTs),2009,Death of Dear Person,0,3,5,1,4,13,0,5,4,0,0,9,22
TOTAL (UTs),2009,Dowry Dispute,0,0,1,0,0,1,0,42,7,0,0,49,50
TOTAL (UTs),2009,Divorce,0,2,0,0,0,2,0,2,0,0,0,2,4
TOTAL (UTs),2009,Drug Abuse/Addiction,0,16,17,5,0,38,0,0,0,0,0,0,38
TOTAL (UTs),2009,Failure in Examination,4,26,0,0,0,30,1,29,1,0,0,31,61
TOTAL (UTs),2009,Fall in Social Reputation,0,1,0,1,0,2,0,2,0,0,0,2,4
TOTAL (UTs),2009,Family Problems,2,141,126,76,14,359,8,148,68,17,4,245,604
TOTAL (UTs),2009,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2009,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2009,Love Affairs,0,36,1,0,1,38,3,41,0,0,0,44,82
TOTAL (UTs),2009,"Physical Abuse (Rape,Incest Etc.)",0,0,2,1,1,4,0,0,0,0,0,0,4
TOTAL (UTs),2009,Poverty,0,8,10,4,0,22,1,7,2,2,1,13,35
TOTAL (UTs),2009,Professional/Career Problem,0,12,8,6,0,26,0,4,0,0,0,4,30
TOTAL (UTs),2009,Property Dispute,0,2,1,1,0,4,0,2,0,0,0,2,6
TOTAL (UTs),2009,Unemployment,0,43,14,3,0,60,0,5,1,0,0,6,66
TOTAL (UTs),2009,Causes Not known,6,153,107,45,19,330,4,111,50,12,3,180,510
TOTAL (UTs),2009,Other Causes (Please Specify),5,100,96,40,4,245,11,59,34,11,4,119,364
TOTAL (UTs),2009,Total,18,613,470,255,78,1434,32,515,203,67,30,847,2281
TOTAL (UTs),2009,Total Illness,1,55,60,67,33,216,2,36,26,25,17,106,322
TOTAL (UTs),2010,Bankruptcy or Sudden change in Economic Status,0,4,6,3,2,15,0,0,1,1,0,2,17
TOTAL (UTs),2010,Suspected/Illicit Relation,0,3,3,1,0,7,0,3,3,0,0,6,13
TOTAL (UTs),2010,Cancellation/Non-Settlement of Marriage,0,7,9,0,0,16,0,10,7,0,0,17,33
TOTAL (UTs),2010,Not having Children (Barrenness/Impotency),0,1,1,0,0,2,0,3,1,1,0,5,7
TOTAL (UTs),2010,Illness (Aids/STD),0,2,3,1,0,6,0,2,1,0,0,3,9
TOTAL (UTs),2010,Cancer,0,1,1,1,1,4,0,0,1,1,0,2,6
TOTAL (UTs),2010,Paralysis,0,0,2,1,0,3,0,0,0,0,0,0,3
TOTAL (UTs),2010,Insanity/Mental Illness,2,22,29,14,6,73,0,8,11,2,1,22,95
TOTAL (UTs),2010,Other Prolonged Illness,0,26,45,42,22,135,2,41,14,9,14,80,215
TOTAL (UTs),2010,Death of Dear Person,0,5,4,5,2,16,1,10,3,2,0,16,32
TOTAL (UTs),2010,Dowry Dispute,0,0,0,0,0,0,0,29,5,0,0,34,34
TOTAL (UTs),2010,Divorce,0,0,0,0,0,0,0,0,2,0,0,2,2
TOTAL (UTs),2010,Drug Abuse/Addiction,1,10,10,5,2,28,0,0,1,1,0,2,30
TOTAL (UTs),2010,Failure in Examination,2,20,2,0,0,24,4,23,1,0,0,28,52
TOTAL (UTs),2010,Fall in Social Reputation,0,10,6,3,1,20,1,11,5,3,0,20,40
TOTAL (UTs),2010,Family Problems,2,105,145,74,11,337,5,142,77,14,6,244,581
TOTAL (UTs),2010,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2010,Love Affairs,1,37,4,0,0,42,0,31,2,1,0,34,76
TOTAL (UTs),2010,"Physical Abuse (Rape,Incest Etc.)",0,1,0,0,0,1,1,2,1,0,0,4,5
TOTAL (UTs),2010,Poverty,0,9,11,7,0,27,0,8,1,1,0,10,37
TOTAL (UTs),2010,Professional/Career Problem,0,3,4,2,0,9,0,0,0,0,0,0,9
TOTAL (UTs),2010,Property Dispute,0,4,7,1,0,12,0,0,0,0,0,0,12
TOTAL (UTs),2010,Unemployment,0,32,18,3,0,53,0,3,0,0,0,3,56
TOTAL (UTs),2010,Causes Not known,7,195,154,59,34,449,13,145,50,14,4,226,675
TOTAL (UTs),2010,Other Causes (Please Specify),10,77,79,33,15,214,2,72,33,6,7,120,334
TOTAL (UTs),2010,Total,25,574,543,255,96,1493,29,543,220,56,32,880,2373
TOTAL (UTs),2010,Total Illness,2,51,80,59,29,221,2,51,27,12,15,107,328
TOTAL (UTs),2011,Bankruptcy or Sudden change in Economic Status,0,3,22,5,1,31,0,2,0,2,0,4,35
TOTAL (UTs),2011,Suspected/Illicit Relation,0,8,2,0,0,10,0,16,0,0,0,16,26
TOTAL (UTs),2011,Cancellation/Non-Settlement of Marriage,0,23,1,0,0,24,0,5,1,0,0,6,30
TOTAL (UTs),2011,Not having Children (Barrenness/Impotency),0,5,2,4,0,11,1,3,4,0,1,9,20
TOTAL (UTs),2011,Illness (Aids/STD),0,0,0,0,1,1,0,0,0,0,0,0,1
TOTAL (UTs),2011,Cancer,0,1,1,2,0,4,1,0,0,0,0,1,5
TOTAL (UTs),2011,Paralysis,0,0,0,4,0,4,0,0,0,0,0,0,4
TOTAL (UTs),2011,Insanity/Mental Illness,0,17,29,17,5,68,1,18,8,7,4,38,106
TOTAL (UTs),2011,Other Prolonged Illness,0,34,63,77,29,203,2,28,30,12,14,86,289
TOTAL (UTs),2011,Death of Dear Person,0,2,3,4,1,10,0,1,1,0,0,2,12
TOTAL (UTs),2011,Dowry Dispute,0,2,1,0,0,3,0,20,6,0,0,26,29
TOTAL (UTs),2011,Divorce,0,2,0,0,0,2,0,2,0,0,0,2,4
TOTAL (UTs),2011,Drug Abuse/Addiction,2,17,17,9,1,46,0,4,5,2,0,11,57
TOTAL (UTs),2011,Failure in Examination,3,29,0,0,0,32,2,17,0,0,0,19,51
TOTAL (UTs),2011,Fall in Social Reputation,0,3,3,3,2,11,0,3,0,0,0,3,14
TOTAL (UTs),2011,Family Problems,4,181,177,60,18,440,7,148,63,16,4,238,678
TOTAL (UTs),2011,Ideological Causes/Hero Worshipping,0,1,0,0,0,1,0,0,0,0,0,0,1
TOTAL (UTs),2011,Illegitimate Pregnancy,0,0,0,0,0,0,0,3,0,0,0,3,3
TOTAL (UTs),2011,Love Affairs,0,40,3,0,0,43,1,30,2,0,0,33,76
TOTAL (UTs),2011,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2011,Poverty,0,10,10,1,0,21,0,2,0,0,0,2,23
TOTAL (UTs),2011,Professional/Career Problem,0,3,6,3,0,12,0,3,1,0,0,4,16
TOTAL (UTs),2011,Property Dispute,0,18,12,0,0,30,0,3,0,0,0,3,33
TOTAL (UTs),2011,Unemployment,0,38,15,4,0,57,0,10,0,0,0,10,67
TOTAL (UTs),2011,Causes Not known,11,241,125,51,13,441,11,117,49,21,3,201,642
TOTAL (UTs),2011,Other Causes (Please Specify),2,119,87,51,10,269,4,70,30,8,7,119,388
TOTAL (UTs),2011,Total,22,797,579,295,81,1774,30,505,200,68,33,836,2610
TOTAL (UTs),2011,Total Illness,0,52,93,100,35,280,4,46,38,19,18,125,405
TOTAL (UTs),2012,Bankruptcy or Sudden change in Economic Status,0,3,14,1,0,18,1,3,0,0,0,4,22
TOTAL (UTs),2012,Suspected/Illicit Relation,0,3,4,2,0,9,0,2,3,0,0,5,14
TOTAL (UTs),2012,Cancellation/Non-Settlement of Marriage,0,6,10,0,0,16,0,5,2,1,0,8,24
TOTAL (UTs),2012,Not having Children (Barrenness/Impotency),0,0,1,3,0,4,0,3,0,0,0,3,7
TOTAL (UTs),2012,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2012,Cancer,0,1,0,4,1,6,0,0,0,0,0,0,6
TOTAL (UTs),2012,Paralysis,0,0,4,3,3,10,0,0,0,0,0,0,10
TOTAL (UTs),2012,Insanity/Mental Illness,2,14,22,15,6,59,1,9,9,4,2,25,84
TOTAL (UTs),2012,Other Prolonged Illness,2,24,58,61,34,179,2,38,28,15,14,97,276
TOTAL (UTs),2012,Death of Dear Person,0,4,3,3,2,12,0,4,5,1,1,11,23
TOTAL (UTs),2012,Dowry Dispute,0,0,1,0,0,1,0,48,9,3,0,60,61
TOTAL (UTs),2012,Divorce,0,2,0,1,0,3,0,1,1,0,0,2,5
TOTAL (UTs),2012,Drug Abuse/Addiction,1,26,20,4,0,51,0,0,0,0,0,0,51
TOTAL (UTs),2012,Failure in Examination,9,44,0,0,0,53,10,33,1,0,0,44,97
TOTAL (UTs),2012,Fall in Social Reputation,0,10,7,2,3,22,0,2,3,2,0,7,29
TOTAL (UTs),2012,Family Problems,4,172,187,63,16,442,3,133,86,15,10,247,689
TOTAL (UTs),2012,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2012,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2012,Love Affairs,0,52,2,0,0,54,4,52,2,0,0,58,112
TOTAL (UTs),2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),2012,Poverty,0,23,10,9,0,42,0,8,4,0,0,12,54
TOTAL (UTs),2012,Professional/Career Problem,0,5,1,1,0,7,0,1,0,0,0,1,8
TOTAL (UTs),2012,Property Dispute,0,3,3,0,0,6,0,2,0,0,1,3,9
TOTAL (UTs),2012,Unemployment,0,61,33,2,0,96,0,6,2,1,0,9,105
TOTAL (UTs),2012,Causes Not known,8,252,185,68,15,528,13,135,59,15,2,224,752
TOTAL (UTs),2012,Other Causes (Please Specify),5,86,75,37,19,222,4,70,26,9,9,118,340
TOTAL (UTs),2012,Total,31,791,640,279,99,1840,38,555,240,66,39,938,2778
TOTAL (UTs),2012,Total Illness,4,39,84,83,44,254,3,47,37,19,16,122,376
TOTAL (ALL INDIA),2001,Bankruptcy or Sudden change in Economic Status,4,373,1032,817,197,2423,7,112,202,139,35,495,2918
TOTAL (ALL INDIA),2001,Suspected/Illicit Relation,6,232,217,75,10,540,12,391,242,15,0,660,1200
TOTAL (ALL INDIA),2001,Cancellation/Non-Settlement of Marriage,1,254,119,16,2,392,9,406,111,6,0,532,924
TOTAL (ALL INDIA),2001,Not having Children (Barrenness/Impotency),0,47,86,25,9,167,1,267,246,93,3,610,777
TOTAL (ALL INDIA),2001,Illness (Aids/STD),1,166,136,135,20,458,5,139,97,29,13,283,741
TOTAL (ALL INDIA),2001,Cancer,0,56,163,212,108,539,1,29,72,98,41,241,780
TOTAL (ALL INDIA),2001,Paralysis,2,63,109,200,143,517,2,47,50,101,55,255,772
TOTAL (ALL INDIA),2001,Insanity/Mental Illness,41,948,1332,922,434,3677,43,682,710,466,280,2181,5858
TOTAL (ALL INDIA),2001,Other Prolonged Illness,108,2317,3280,3020,1520,10245,126,1935,1729,1238,674,5702,15947
TOTAL (ALL INDIA),2001,Death of Dear Person,6,107,145,109,74,441,13,179,136,69,33,430,871
TOTAL (ALL INDIA),2001,Dowry Dispute,0,26,16,2,0,44,1,1784,562,23,0,2370,2414
TOTAL (ALL INDIA),2001,Divorce,0,26,56,28,11,121,0,105,66,22,2,195,316
TOTAL (ALL INDIA),2001,Drug Abuse/Addiction,13,339,588,333,64,1337,6,33,18,16,4,77,1414
TOTAL (ALL INDIA),2001,Failure in Examination,224,887,59,8,0,1178,163,684,34,3,0,884,2062
TOTAL (ALL INDIA),2001,Fall in Social Reputation,11,235,253,197,82,778,8,186,153,50,34,431,1209
TOTAL (ALL INDIA),2001,Family Problems,170,4437,5310,3044,938,13899,195,4616,3601,1397,454,10263,24162
TOTAL (ALL INDIA),2001,Ideological Causes/Hero Worshipping,1,18,15,20,1,55,0,33,10,6,0,49,104
TOTAL (ALL INDIA),2001,Illegitimate Pregnancy,0,21,9,0,0,30,5,244,83,7,0,339,369
TOTAL (ALL INDIA),2001,Love Affairs,26,1130,401,43,1,1601,71,1142,273,27,0,1513,3114
TOTAL (ALL INDIA),2001,"Physical Abuse (Rape,Incest Etc.)",1,43,34,23,8,109,10,173,69,11,4,267,376
TOTAL (ALL INDIA),2001,Poverty,16,442,752,440,149,1799,15,238,282,175,40,750,2549
TOTAL (ALL INDIA),2001,Professional/Career Problem,2,207,318,173,56,756,0,40,34,24,3,101,857
TOTAL (ALL INDIA),2001,Property Dispute,11,269,419,366,134,1199,1,108,153,82,56,400,1599
TOTAL (ALL INDIA),2001,Unemployment,8,987,946,338,31,2310,4,194,142,64,20,424,2734
TOTAL (ALL INDIA),2001,Causes Not known,484,3908,4781,2773,1081,13027,441,3149,2340,1144,484,7558,20585
TOTAL (ALL INDIA),2001,Other Causes (Please Specify),362,2443,2927,2089,851,8672,370,2013,1530,866,403,5182,13854
TOTAL (ALL INDIA),2001,Total,1498,19981,23503,15408,5924,66314,1509,18929,12945,6171,2638,42192,108506
TOTAL (ALL INDIA),2001,Total Illness,152,3550,5020,4489,2225,15436,177,2832,2658,1932,1063,8662,24098
TOTAL (ALL INDIA),2002,Bankruptcy or Sudden change in Economic Status,7,374,944,718,254,2297,10,95,149,80,24,358,2655
TOTAL (ALL INDIA),2002,Suspected/Illicit Relation,3,249,217,93,2,564,2,446,288,48,10,794,1358
TOTAL (ALL INDIA),2002,Cancellation/Non-Settlement of Marriage,0,261,117,21,0,399,0,402,136,26,0,564,963
TOTAL (ALL INDIA),2002,Not having Children (Barrenness/Impotency),0,56,97,60,9,222,3,241,236,64,0,544,766
TOTAL (ALL INDIA),2002,Illness (Aids/STD),6,103,195,95,47,446,5,89,104,21,23,242,688
TOTAL (ALL INDIA),2002,Cancer,1,52,175,226,133,587,4,39,101,119,44,307,894
TOTAL (ALL INDIA),2002,Paralysis,0,63,109,133,137,442,0,49,39,83,35,206,648
TOTAL (ALL INDIA),2002,Insanity/Mental Illness,39,1148,1526,982,467,4162,45,713,799,483,238,2278,6440
TOTAL (ALL INDIA),2002,Other Prolonged Illness,77,2414,3776,3291,1814,11372,144,1992,1821,1255,712,5924,17296
TOTAL (ALL INDIA),2002,Death of Dear Person,5,109,137,91,49,391,6,128,88,59,29,310,701
TOTAL (ALL INDIA),2002,Dowry Dispute,0,18,10,4,0,32,116,1712,508,39,3,2378,2410
TOTAL (ALL INDIA),2002,Divorce,0,29,37,14,5,85,0,132,104,26,1,263,348
TOTAL (ALL INDIA),2002,Drug Abuse/Addiction,5,403,717,400,74,1599,8,40,30,21,11,110,1709
TOTAL (ALL INDIA),2002,Failure in Examination,181,1016,68,3,0,1268,176,754,50,2,0,982,2250
TOTAL (ALL INDIA),2002,Fall in Social Reputation,20,155,236,146,38,595,3,119,105,37,15,279,874
TOTAL (ALL INDIA),2002,Family Problems,190,4537,5672,3249,1104,14752,251,4780,3422,1421,459,10333,25085
TOTAL (ALL INDIA),2002,Ideological Causes/Hero Worshipping,0,19,10,13,9,51,0,14,11,7,4,36,87
TOTAL (ALL INDIA),2002,Illegitimate Pregnancy,0,7,0,1,0,8,9,166,79,5,0,259,267
TOTAL (ALL INDIA),2002,Love Affairs,5,1132,448,35,2,1622,58,1076,324,21,0,1479,3101
TOTAL (ALL INDIA),2002,"Physical Abuse (Rape,Incest Etc.)",0,76,63,30,6,175,18,140,72,19,6,255,430
TOTAL (ALL INDIA),2002,Poverty,14,455,710,548,133,1860,9,205,214,120,40,588,2448
TOTAL (ALL INDIA),2002,Professional/Career Problem,0,224,325,176,30,755,3,108,75,24,6,216,971
TOTAL (ALL INDIA),2002,Property Dispute,7,186,358,349,65,965,0,82,106,69,31,288,1253
TOTAL (ALL INDIA),2002,Unemployment,4,876,839,241,19,1979,2,136,97,35,0,270,2249
TOTAL (ALL INDIA),2002,Causes Not known,391,4135,4540,2894,1168,13128,360,2605,2051,1091,471,6578,19706
TOTAL (ALL INDIA),2002,Other Causes (Please Specify),351,2820,3485,2142,778,9576,342,2108,1692,727,375,5244,14820
TOTAL (ALL INDIA),2002,Total,1306,20917,24811,15955,6343,69332,1574,18371,12701,5902,2537,41085,110417
TOTAL (ALL INDIA),2002,Total Illness,123,3780,5781,4727,2598,17009,198,2882,2864,1961,1052,8957,25966
TOTAL (ALL INDIA),2003,Bankruptcy or Sudden change in Economic Status,13,437,1053,775,237,2515,8,93,143,77,30,351,2866
TOTAL (ALL INDIA),2003,Suspected/Illicit Relation,5,239,231,98,8,581,5,403,267,34,1,710,1291
TOTAL (ALL INDIA),2003,Cancellation/Non-Settlement of Marriage,3,237,149,35,2,426,4,361,124,16,2,507,933
TOTAL (ALL INDIA),2003,Not having Children (Barrenness/Impotency),0,48,112,42,6,208,4,193,232,94,1,524,732
TOTAL (ALL INDIA),2003,Illness (Aids/STD),7,144,217,94,40,502,9,125,84,31,18,267,769
TOTAL (ALL INDIA),2003,Cancer,1,52,151,122,78,404,7,43,90,80,28,248,652
