State/UT,Year,Social Status,Male,Female,Total
UTTAR PRADESH,2003,Widowed/Widower,78,83,161
UTTAR PRADESH,2003,Divorcee,21,26,47
UTTAR PRADESH,2003,Seperated,37,29,66
UTTAR PRADESH,2003,Total,1987,1676,3663
UTTAR PRADESH,2004,Never Married,537,337,874
UTTAR PRADESH,2004,Married,1301,1179,2480
UTTAR PRADESH,2004,Widowed/Widower,57,98,155
UTTAR PRADESH,2004,Divorcee,23,15,38
UTTAR PRADESH,2004,Seperated,36,54,90
UTTAR PRADESH,2004,Total,1954,1683,3637
UTTAR PRADESH,2005,Never Married,457,326,783
UTTAR PRADESH,2005,Married,1195,1214,2409
UTTAR PRADESH,2005,Widowed/Widower,70,68,138
UTTAR PRADESH,2005,Divorcee,12,24,36
UTTAR PRADESH,2005,Seperated,38,45,83
UTTAR PRADESH,2005,Total,1772,1677,3449
UTTAR PRADESH,2006,Never Married,534,279,813
UTTAR PRADESH,2006,Married,1079,974,2053
UTTAR PRADESH,2006,Widowed/Widower,60,44,104
UTTAR PRADESH,2006,Divorcee,9,16,25
UTTAR PRADESH,2006,Seperated,79,25,104
UTTAR PRADESH,2006,Total,1761,1338,3099
UTTAR PRADESH,2007,Never Married,599,373,972
UTTAR PRADESH,2007,Married,1253,1305,2558
UTTAR PRADESH,2007,Widowed/Widower,79,103,182
UTTAR PRADESH,2007,Divorcee,13,42,55
UTTAR PRADESH,2007,Seperated,110,50,160
UTTAR PRADESH,2007,Total,2054,1873,3927
UTTAR PRADESH,2008,Never Married,541,437,978
UTTAR PRADESH,2008,Married,1471,1344,2815
UTTAR PRADESH,2008,Widowed/Widower,101,78,179
UTTAR PRADESH,2008,Divorcee,18,27,45
UTTAR PRADESH,2008,Seperated,48,23,71
UTTAR PRADESH,2008,Total,2179,1909,4088
UTTAR PRADESH,2009,Never Married,529,404,933
UTTAR PRADESH,2009,Married,1532,1322,2854
UTTAR PRADESH,2009,Widowed/Widower,108,114,222
UTTAR PRADESH,2009,Divorcee,20,37,57
UTTAR PRADESH,2009,Seperated,50,42,92
UTTAR PRADESH,2009,Total,2239,1919,4158
UTTAR PRADESH,2010,Never Married,554,425,979
UTTAR PRADESH,2010,Married,1083,1254,2337
UTTAR PRADESH,2010,Widowed/Widower,74,75,149
UTTAR PRADESH,2010,Divorcee,25,34,59
UTTAR PRADESH,2010,Seperated,51,53,104
UTTAR PRADESH,2010,Total,1787,1841,3628
UTTAR PRADESH,2011,Never Married,664,440,1104
UTTAR PRADESH,2011,Married,1847,1515,3362
UTTAR PRADESH,2011,Widowed/Widower,118,76,194
UTTAR PRADESH,2011,Divorcee,15,36,51
UTTAR PRADESH,2011,Seperated,69,63,132
UTTAR PRADESH,2011,Total,2713,2130,4843
UTTAR PRADESH,2012,Never Married,625,518,1143
UTTAR PRADESH,2012,Married,1546,1216,2762
UTTAR PRADESH,2012,Widowed/Widower,204,103,307
UTTAR PRADESH,2012,Divorcee,19,52,71
UTTAR PRADESH,2012,Seperated,101,38,139
UTTAR PRADESH,2012,Total,2495,1927,4422
UTTARAKHAND,2001,Never Married,40,40,80
UTTARAKHAND,2001,Married,139,79,218
UTTARAKHAND,2001,Widowed/Widower,1,5,6
UTTARAKHAND,2001,Divorcee,0,4,4
UTTARAKHAND,2001,Seperated,2,1,3
UTTARAKHAND,2001,Total,182,129,311
UTTARAKHAND,2002,Never Married,60,29,89
UTTARAKHAND,2002,Married,136,120,256
UTTARAKHAND,2002,Widowed/Widower,6,4,10
UTTARAKHAND,2002,Divorcee,2,2,4
UTTARAKHAND,2002,Seperated,1,1,2
UTTARAKHAND,2002,Total,205,156,361
UTTARAKHAND,2003,Never Married,85,36,121
UTTARAKHAND,2003,Married,165,81,246
UTTARAKHAND,2003,Widowed/Widower,7,7,14
UTTARAKHAND,2003,Divorcee,1,5,6
UTTARAKHAND,2003,Seperated,4,0,4
UTTARAKHAND,2003,Total,262,129,391
UTTARAKHAND,2004,Never Married,44,16,60
UTTARAKHAND,2004,Married,91,63,154
UTTARAKHAND,2004,Widowed/Widower,10,4,14
UTTARAKHAND,2004,Divorcee,1,4,5
UTTARAKHAND,2004,Seperated,2,2,4
UTTARAKHAND,2004,Total,148,89,237
UTTARAKHAND,2005,Never Married,65,26,91
UTTARAKHAND,2005,Married,105,55,160
UTTARAKHAND,2005,Widowed/Widower,6,10,16
UTTARAKHAND,2005,Divorcee,1,2,3
UTTARAKHAND,2005,Seperated,3,0,3
UTTARAKHAND,2005,Total,180,93,273
UTTARAKHAND,2006,Never Married,40,47,87
UTTARAKHAND,2006,Married,101,79,180
UTTARAKHAND,2006,Widowed/Widower,15,14,29
UTTARAKHAND,2006,Divorcee,10,6,16
UTTARAKHAND,2006,Seperated,7,7,14
UTTARAKHAND,2006,Total,173,153,326
UTTARAKHAND,2007,Never Married,33,23,56
UTTARAKHAND,2007,Married,75,75,150
UTTARAKHAND,2007,Widowed/Widower,11,12,23
UTTARAKHAND,2007,Divorcee,6,5,11
UTTARAKHAND,2007,Seperated,5,3,8
UTTARAKHAND,2007,Total,130,118,248
UTTARAKHAND,2008,Never Married,28,28,56
UTTARAKHAND,2008,Married,69,54,123
UTTARAKHAND,2008,Widowed/Widower,3,3,6
UTTARAKHAND,2008,Divorcee,2,1,3
UTTARAKHAND,2008,Seperated,2,1,3
UTTARAKHAND,2008,Total,104,87,191
UTTARAKHAND,2009,Never Married,56,36,92
UTTARAKHAND,2009,Married,137,96,233
UTTARAKHAND,2009,Widowed/Widower,3,3,6
UTTARAKHAND,2009,Divorcee,1,1,2
UTTARAKHAND,2009,Seperated,5,4,9
UTTARAKHAND,2009,Total,202,140,342
UTTARAKHAND,2010,Never Married,39,34,73
UTTARAKHAND,2010,Married,118,82,200
UTTARAKHAND,2010,Widowed/Widower,4,0,4
UTTARAKHAND,2010,Divorcee,0,0,0
UTTARAKHAND,2010,Seperated,3,1,4
UTTARAKHAND,2010,Total,164,117,281
UTTARAKHAND,2011,Never Married,72,43,115
UTTARAKHAND,2011,Married,104,78,182
UTTARAKHAND,2011,Widowed/Widower,7,3,10
UTTARAKHAND,2011,Divorcee,3,0,3
UTTARAKHAND,2011,Seperated,6,1,7
UTTARAKHAND,2011,Total,192,125,317
UTTARAKHAND,2012,Never Married,96,44,140
UTTARAKHAND,2012,Married,134,122,256
UTTARAKHAND,2012,Widowed/Widower,17,3,20
UTTARAKHAND,2012,Divorcee,0,6,6
UTTARAKHAND,2012,Seperated,2,0,2
UTTARAKHAND,2012,Total,249,175,424
WEST BENGAL,2001,Never Married,2028,1853,3881
WEST BENGAL,2001,Married,4385,3557,7942
WEST BENGAL,2001,Widowed/Widower,432,435,867
WEST BENGAL,2001,Divorcee,337,175,512
WEST BENGAL,2001,Seperated,313,175,488
WEST BENGAL,2001,Total,7495,6195,13690
WEST BENGAL,2002,Never Married,2057,1633,3690
WEST BENGAL,2002,Married,4266,3276,7542
WEST BENGAL,2002,Widowed/Widower,446,563,1009
WEST BENGAL,2002,Divorcee,190,155,345
WEST BENGAL,2002,Seperated,165,256,421
WEST BENGAL,2002,Total,7124,5883,13007
WEST BENGAL,2003,Never Married,1952,1106,3058
WEST BENGAL,2003,Married,4980,4212,9192
WEST BENGAL,2003,Widowed/Widower,282,307,589
WEST BENGAL,2003,Divorcee,109,117,226
WEST BENGAL,2003,Seperated,101,114,215
WEST BENGAL,2003,Total,7424,5856,13280
WEST BENGAL,2004,Never Married,2084,1270,3354
WEST BENGAL,2004,Married,4854,3833,8687
WEST BENGAL,2004,Widowed/Widower,264,316,580
WEST BENGAL,2004,Divorcee,139,94,233
WEST BENGAL,2004,Seperated,320,250,570
WEST BENGAL,2004,Total,7661,5763,13424
WEST BENGAL,2005,Never Married,1934,1137,3071
WEST BENGAL,2005,Married,6010,4520,10530
WEST BENGAL,2005,Widowed/Widower,254,426,680
WEST BENGAL,2005,Divorcee,142,158,300
WEST BENGAL,2005,Seperated,274,160,434
WEST BENGAL,2005,Total,8614,6401,15015
WEST BENGAL,2006,Never Married,1650,944,2594
WEST BENGAL,2006,Married,6933,4967,11900
WEST BENGAL,2006,Widowed/Widower,303,385,688
WEST BENGAL,2006,Divorcee,126,198,324
WEST BENGAL,2006,Seperated,108,111,219
WEST BENGAL,2006,Total,9120,6605,15725
WEST BENGAL,2007,Never Married,2154,1208,3362
WEST BENGAL,2007,Married,5637,4377,10014
WEST BENGAL,2007,Widowed/Widower,291,412,703
WEST BENGAL,2007,Divorcee,75,155,230
WEST BENGAL,2007,Seperated,348,203,551
WEST BENGAL,2007,Total,8505,6355,14860
WEST BENGAL,2008,Never Married,2844,1580,4424
WEST BENGAL,2008,Married,5182,4265,9447
WEST BENGAL,2008,Widowed/Widower,172,440,612
WEST BENGAL,2008,Divorcee,78,98,176
WEST BENGAL,2008,Seperated,93,100,193
WEST BENGAL,2008,Total,8369,6483,14852
WEST BENGAL,2009,Never Married,2580,1354,3934
WEST BENGAL,2009,Married,5521,4133,9654
WEST BENGAL,2009,Widowed/Widower,190,399,589
WEST BENGAL,2009,Divorcee,76,147,223
WEST BENGAL,2009,Seperated,127,121,248
WEST BENGAL,2009,Total,8494,6154,14648
WEST BENGAL,2010,Never Married,2941,1766,4707
WEST BENGAL,2010,Married,5938,4331,10269
WEST BENGAL,2010,Widowed/Widower,184,331,515
WEST BENGAL,2010,Divorcee,65,146,211
WEST BENGAL,2010,Seperated,173,162,335
WEST BENGAL,2010,Total,9301,6736,16037
WEST BENGAL,2011,Never Married,2973,1718,4691
WEST BENGAL,2011,Married,6072,4415,10487
WEST BENGAL,2011,Widowed/Widower,251,409,660
WEST BENGAL,2011,Divorcee,61,213,274
WEST BENGAL,2011,Seperated,267,113,380
WEST BENGAL,2011,Total,9624,6868,16492
WEST BENGAL,2012,Never Married,2658,1513,4171
WEST BENGAL,2012,Married,5451,3927,9378
WEST BENGAL,2012,Widowed/Widower,233,455,688
WEST BENGAL,2012,Divorcee,189,182,371
WEST BENGAL,2012,Seperated,149,200,349
WEST BENGAL,2012,Total,8680,6277,14957
TOTAL (STATES),2001,Never Married,14204,9375,23579
TOTAL (STATES),2001,Married,45932,27702,73634
TOTAL (STATES),2001,Widowed/Widower,2365,2531,4896
TOTAL (STATES),2001,Divorcee,708,642,1350
TOTAL (STATES),2001,Seperated,1889,1127,3016
TOTAL (STATES),2001,Total,65098,41377,106475
TOTAL (STATES),2002,Never Married,14701,9039,23740
TOTAL (STATES),2002,Married,47527,26483,74010
TOTAL (STATES),2002,Widowed/Widower,3311,3007,6318
TOTAL (STATES),2002,Divorcee,684,672,1356
TOTAL (STATES),2002,Seperated,1865,1210,3075
TOTAL (STATES),2002,Total,68088,40411,108499
TOTAL (STATES),2003,Never Married,14956,8573,23529
TOTAL (STATES),2003,Married,48656,27143,75799
TOTAL (STATES),2003,Widowed/Widower,2910,2553,5463
TOTAL (STATES),2003,Divorcee,588,534,1122
TOTAL (STATES),2003,Seperated,1795,1114,2909
TOTAL (STATES),2003,Total,68905,39917,108822
TOTAL (STATES),2004,Never Married,15397,8557,23954
TOTAL (STATES),2004,Married,50731,27589,78320
TOTAL (STATES),2004,Widowed/Widower,2351,2360,4711
TOTAL (STATES),2004,Divorcee,663,531,1194
TOTAL (STATES),2004,Seperated,2214,1260,3474
TOTAL (STATES),2004,Total,71356,40297,111653
TOTAL (STATES),2005,Never Married,14930,8372,23302
TOTAL (STATES),2005,Married,51573,27686,79259
TOTAL (STATES),2005,Widowed/Widower,2653,2388,5041
TOTAL (STATES),2005,Divorcee,559,562,1121
TOTAL (STATES),2005,Seperated,1869,1210,3079
TOTAL (STATES),2005,Total,71584,40218,111802
TOTAL (STATES),2006,Never Married,15195,8556,23751
TOTAL (STATES),2006,Married,54437,29347,83784
TOTAL (STATES),2006,Widowed/Widower,2382,2220,4602
TOTAL (STATES),2006,Divorcee,514,587,1101
TOTAL (STATES),2006,Seperated,1675,902,2577
TOTAL (STATES),2006,Total,74203,41612,115815
TOTAL (STATES),2007,Never Married,16055,8738,24793
TOTAL (STATES),2007,Married,56540,29531,86071
TOTAL (STATES),2007,Widowed/Widower,2642,2341,4983
TOTAL (STATES),2007,Divorcee,525,643,1168
TOTAL (STATES),2007,Seperated,2037,1255,3292
TOTAL (STATES),2007,Total,77799,42508,120307
TOTAL (STATES),2008,Never Married,17447,9594,27041
TOTAL (STATES),2008,Married,56734,29736,86470
TOTAL (STATES),2008,Widowed/Widower,2599,2701,5300
TOTAL (STATES),2008,Divorcee,726,673,1399
TOTAL (STATES),2008,Seperated,1707,985,2692
TOTAL (STATES),2008,Total,79213,43689,122902
TOTAL (STATES),2009,Never Married,17381,9803,27184
TOTAL (STATES),2009,Married,57195,30754,87949
TOTAL (STATES),2009,Widowed/Widower,2819,2651,5470
TOTAL (STATES),2009,Divorcee,630,612,1242
TOTAL (STATES),2009,Seperated,2012,1013,3025
TOTAL (STATES),2009,Total,80037,44833,124870
TOTAL (STATES),2010,Never Married,19293,10849,30142
TOTAL (STATES),2010,Married,60449,31177,91626
TOTAL (STATES),2010,Widowed/Widower,2756,2348,5104
TOTAL (STATES),2010,Divorcee,724,777,1501
TOTAL (STATES),2010,Seperated,2465,1388,3853
TOTAL (STATES),2010,Total,85687,46539,132226
TOTAL (STATES),2011,Never Married,19404,10479,29883
TOTAL (STATES),2011,Married,61242,32070,93312
TOTAL (STATES),2011,Widowed/Widower,2542,2333,4875
TOTAL (STATES),2011,Divorcee,551,725,1276
TOTAL (STATES),2011,Seperated,2326,1303,3629
TOTAL (STATES),2011,Total,86065,46910,132975
TOTAL (STATES),2012,Never Married,19158,10528,29686
TOTAL (STATES),2012,Married,62123,31335,93458
TOTAL (STATES),2012,Widowed/Widower,2651,2269,4920
TOTAL (STATES),2012,Divorcee,680,705,1385
TOTAL (STATES),2012,Seperated,2001,1217,3218
TOTAL (STATES),2012,Total,86613,46054,132667
A & N ISLANDS,2001,Never Married,24,12,36
A & N ISLANDS,2001,Married,55,38,93
A & N ISLANDS,2001,Widowed/Widower,0,0,0
A & N ISLANDS,2001,Divorcee,0,0,0
A & N ISLANDS,2001,Seperated,0,0,0
A & N ISLANDS,2001,Total,79,50,129
A & N ISLANDS,2002,Never Married,37,17,54
A & N ISLANDS,2002,Married,54,36,90
A & N ISLANDS,2002,Widowed/Widower,0,0,0
A & N ISLANDS,2002,Divorcee,0,0,0
A & N ISLANDS,2002,Seperated,0,0,0
A & N ISLANDS,2002,Total,91,53,144
A & N ISLANDS,2003,Never Married,19,15,34
A & N ISLANDS,2003,Married,51,28,79
A & N ISLANDS,2003,Widowed/Widower,0,0,0
A & N ISLANDS,2003,Divorcee,0,0,0
A & N ISLANDS,2003,Seperated,0,0,0
A & N ISLANDS,2003,Total,70,43,113
A & N ISLANDS,2004,Never Married,23,15,38
A & N ISLANDS,2004,Married,57,26,83
A & N ISLANDS,2004,Widowed/Widower,0,0,0
A & N ISLANDS,2004,Divorcee,1,0,1
A & N ISLANDS,2004,Seperated,0,0,0
A & N ISLANDS,2004,Total,81,41,122
A & N ISLANDS,2005,Never Married,25,18,43
A & N ISLANDS,2005,Married,60,35,95
A & N ISLANDS,2005,Widowed/Widower,1,0,1
A & N ISLANDS,2005,Divorcee,0,0,0
A & N ISLANDS,2005,Seperated,0,0,0
A & N ISLANDS,2005,Total,86,53,139
A & N ISLANDS,2006,Never Married,47,10,57
A & N ISLANDS,2006,Married,49,27,76
A & N ISLANDS,2006,Widowed/Widower,0,0,0
A & N ISLANDS,2006,Divorcee,0,0,0
A & N ISLANDS,2006,Seperated,0,0,0
A & N ISLANDS,2006,Total,96,37,133
A & N ISLANDS,2007,Never Married,45,23,68
A & N ISLANDS,2007,Married,55,33,88
A & N ISLANDS,2007,Widowed/Widower,0,0,0
A & N ISLANDS,2007,Divorcee,0,0,0
A & N ISLANDS,2007,Seperated,0,0,0
A & N ISLANDS,2007,Total,100,56,156
A & N ISLANDS,2008,Never Married,27,12,39
A & N ISLANDS,2008,Married,71,33,104
A & N ISLANDS,2008,Widowed/Widower,0,0,0
A & N ISLANDS,2008,Divorcee,0,0,0
A & N ISLANDS,2008,Seperated,0,0,0
A & N ISLANDS,2008,Total,98,45,143
A & N ISLANDS,2009,Never Married,20,17,37
A & N ISLANDS,2009,Married,66,28,94
A & N ISLANDS,2009,Widowed/Widower,0,0,0
A & N ISLANDS,2009,Divorcee,0,0,0
A & N ISLANDS,2009,Seperated,0,0,0
A & N ISLANDS,2009,Total,86,45,131
A & N ISLANDS,2010,Never Married,42,11,53
A & N ISLANDS,2010,Married,64,31,95
A & N ISLANDS,2010,Widowed/Widower,3,2,5
A & N ISLANDS,2010,Divorcee,1,0,1
A & N ISLANDS,2010,Seperated,2,0,2
A & N ISLANDS,2010,Total,112,44,156
A & N ISLANDS,2011,Never Married,20,15,35
A & N ISLANDS,2011,Married,73,26,99
A & N ISLANDS,2011,Widowed/Widower,0,0,0
A & N ISLANDS,2011,Divorcee,0,1,1
A & N ISLANDS,2011,Seperated,1,0,1
A & N ISLANDS,2011,Total,94,42,136
A & N ISLANDS,2012,Never Married,28,11,39
A & N ISLANDS,2012,Married,52,30,82
A & N ISLANDS,2012,Widowed/Widower,0,0,0
A & N ISLANDS,2012,Divorcee,0,0,0
A & N ISLANDS,2012,Seperated,0,0,0
A & N ISLANDS,2012,Total,80,41,121
CHANDIGARH,2001,Never Married,5,6,11
CHANDIGARH,2001,Married,34,25,59
CHANDIGARH,2001,Widowed/Widower,0,0,0
CHANDIGARH,2001,Divorcee,0,0,0
CHANDIGARH,2001,Seperated,0,0,0
CHANDIGARH,2001,Total,39,31,70
CHANDIGARH,2002,Never Married,19,12,31
CHANDIGARH,2002,Married,34,22,56
CHANDIGARH,2002,Widowed/Widower,0,0,0
CHANDIGARH,2002,Divorcee,0,0,0
CHANDIGARH,2002,Seperated,0,0,0
CHANDIGARH,2002,Total,53,34,87
CHANDIGARH,2003,Never Married,18,13,31
CHANDIGARH,2003,Married,50,22,72
CHANDIGARH,2003,Widowed/Widower,0,0,0
CHANDIGARH,2003,Divorcee,0,0,0
CHANDIGARH,2003,Seperated,0,0,0
CHANDIGARH,2003,Total,68,35,103
CHANDIGARH,2004,Never Married,18,10,28
CHANDIGARH,2004,Married,34,13,47
CHANDIGARH,2004,Widowed/Widower,0,0,0
CHANDIGARH,2004,Divorcee,0,0,0
CHANDIGARH,2004,Seperated,0,0,0
CHANDIGARH,2004,Total,52,23,75
CHANDIGARH,2005,Never Married,26,11,37
CHANDIGARH,2005,Married,37,15,52
CHANDIGARH,2005,Widowed/Widower,0,0,0
CHANDIGARH,2005,Divorcee,0,0,0
CHANDIGARH,2005,Seperated,0,0,0
CHANDIGARH,2005,Total,63,26,89
CHANDIGARH,2006,Never Married,27,14,41
CHANDIGARH,2006,Married,29,10,39
CHANDIGARH,2006,Widowed/Widower,0,0,0
CHANDIGARH,2006,Divorcee,0,0,0
CHANDIGARH,2006,Seperated,0,0,0
CHANDIGARH,2006,Total,56,24,80
CHANDIGARH,2007,Never Married,19,2,21
CHANDIGARH,2007,Married,41,20,61
CHANDIGARH,2007,Widowed/Widower,0,0,0
CHANDIGARH,2007,Divorcee,0,0,0
CHANDIGARH,2007,Seperated,0,0,0
CHANDIGARH,2007,Total,60,22,82
CHANDIGARH,2008,Never Married,17,8,25
CHANDIGARH,2008,Married,41,16,57
CHANDIGARH,2008,Widowed/Widower,0,0,0
CHANDIGARH,2008,Divorcee,0,1,1
CHANDIGARH,2008,Seperated,0,0,0
CHANDIGARH,2008,Total,58,25,83
CHANDIGARH,2009,Never Married,11,14,25
CHANDIGARH,2009,Married,33,17,50
CHANDIGARH,2009,Widowed/Widower,0,0,0
CHANDIGARH,2009,Divorcee,0,0,0
CHANDIGARH,2009,Seperated,0,0,0
CHANDIGARH,2009,Total,44,31,75
CHANDIGARH,2010,Never Married,10,17,27
CHANDIGARH,2010,Married,21,23,44
CHANDIGARH,2010,Widowed/Widower,0,0,0
CHANDIGARH,2010,Divorcee,0,0,0
CHANDIGARH,2010,Seperated,0,0,0
CHANDIGARH,2010,Total,31,40,71
CHANDIGARH,2011,Never Married,22,18,40
CHANDIGARH,2011,Married,35,30,65
CHANDIGARH,2011,Widowed/Widower,0,0,0
CHANDIGARH,2011,Divorcee,0,0,0
CHANDIGARH,2011,Seperated,0,0,0
CHANDIGARH,2011,Total,57,48,105
CHANDIGARH,2012,Never Married,26,20,46
CHANDIGARH,2012,Married,49,18,67
CHANDIGARH,2012,Widowed/Widower,0,0,0
CHANDIGARH,2012,Divorcee,0,1,1
CHANDIGARH,2012,Seperated,0,0,0
CHANDIGARH,2012,Total,75,39,114
D & N HAVELI,2001,Never Married,8,2,10
D & N HAVELI,2001,Married,27,13,40
D & N HAVELI,2001,Widowed/Widower,0,0,0
D & N HAVELI,2001,Divorcee,0,0,0
D & N HAVELI,2001,Seperated,0,0,0
D & N HAVELI,2001,Total,35,15,50
D & N HAVELI,2002,Never Married,5,6,11
D & N HAVELI,2002,Married,27,11,38
D & N HAVELI,2002,Widowed/Widower,0,1,1
D & N HAVELI,2002,Divorcee,0,0,0
D & N HAVELI,2002,Seperated,0,0,0
D & N HAVELI,2002,Total,32,18,50
D & N HAVELI,2003,Never Married,9,1,10
D & N HAVELI,2003,Married,18,20,38
D & N HAVELI,2003,Widowed/Widower,2,0,2
D & N HAVELI,2003,Divorcee,0,1,1
D & N HAVELI,2003,Seperated,1,0,1
D & N HAVELI,2003,Total,30,22,52
D & N HAVELI,2004,Never Married,4,2,6
D & N HAVELI,2004,Married,16,17,33
D & N HAVELI,2004,Widowed/Widower,0,0,0
D & N HAVELI,2004,Divorcee,0,0,0
D & N HAVELI,2004,Seperated,0,0,0
D & N HAVELI,2004,Total,20,19,39
D & N HAVELI,2005,Never Married,5,3,8
D & N HAVELI,2005,Married,36,24,60
D & N HAVELI,2005,Widowed/Widower,0,1,1
D & N HAVELI,2005,Divorcee,0,0,0
D & N HAVELI,2005,Seperated,0,0,0
D & N HAVELI,2005,Total,41,28,69
D & N HAVELI,2006,Never Married,8,7,15
D & N HAVELI,2006,Married,14,12,26
D & N HAVELI,2006,Widowed/Widower,0,0,0
D & N HAVELI,2006,Divorcee,0,0,0
D & N HAVELI,2006,Seperated,1,0,1
D & N HAVELI,2006,Total,23,19,42
D & N HAVELI,2007,Never Married,6,4,10
D & N HAVELI,2007,Married,37,28,65
D & N HAVELI,2007,Widowed/Widower,0,0,0
D & N HAVELI,2007,Divorcee,0,0,0
D & N HAVELI,2007,Seperated,1,0,1
D & N HAVELI,2007,Total,44,32,76
D & N HAVELI,2008,Never Married,8,6,14
D & N HAVELI,2008,Married,24,22,46
D & N HAVELI,2008,Widowed/Widower,0,0,0
D & N HAVELI,2008,Divorcee,0,0,0
D & N HAVELI,2008,Seperated,0,0,0
D & N HAVELI,2008,Total,32,28,60
D & N HAVELI,2009,Never Married,7,4,11
D & N HAVELI,2009,Married,22,18,40
D & N HAVELI,2009,Widowed/Widower,1,3,4
D & N HAVELI,2009,Divorcee,0,1,1
D & N HAVELI,2009,Seperated,0,0,0
D & N HAVELI,2009,Total,30,26,56
D & N HAVELI,2010,Never Married,11,9,20
D & N HAVELI,2010,Married,25,16,41
D & N HAVELI,2010,Widowed/Widower,1,0,1
D & N HAVELI,2010,Divorcee,0,1,1
D & N HAVELI,2010,Seperated,0,0,0
D & N HAVELI,2010,Total,37,26,63
D & N HAVELI,2011,Never Married,15,7,22
D & N HAVELI,2011,Married,26,11,37
D & N HAVELI,2011,Widowed/Widower,0,2,2
D & N HAVELI,2011,Divorcee,0,0,0
D & N HAVELI,2011,Seperated,0,2,2
D & N HAVELI,2011,Total,41,22,63
D & N HAVELI,2012,Never Married,12,8,20
D & N HAVELI,2012,Married,27,17,44
D & N HAVELI,2012,Widowed/Widower,0,0,0
D & N HAVELI,2012,Divorcee,1,0,1
D & N HAVELI,2012,Seperated,1,0,1
D & N HAVELI,2012,Total,41,25,66
DAMAN & DIU,2001,Never Married,5,1,6
DAMAN & DIU,2001,Married,5,3,8
DAMAN & DIU,2001,Widowed/Widower,0,0,0
DAMAN & DIU,2001,Divorcee,0,0,0
DAMAN & DIU,2001,Seperated,0,0,0
DAMAN & DIU,2001,Total,10,4,14
DAMAN & DIU,2002,Never Married,6,0,6
DAMAN & DIU,2002,Married,9,2,11
DAMAN & DIU,2002,Widowed/Widower,0,0,0
DAMAN & DIU,2002,Divorcee,0,0,0
DAMAN & DIU,2002,Seperated,0,0,0
DAMAN & DIU,2002,Total,15,2,17
DAMAN & DIU,2003,Never Married,7,2,9
DAMAN & DIU,2003,Married,10,4,14
DAMAN & DIU,2003,Widowed/Widower,1,0,1
DAMAN & DIU,2003,Divorcee,0,0,0
DAMAN & DIU,2003,Seperated,0,0,0
DAMAN & DIU,2003,Total,18,6,24
DAMAN & DIU,2004,Never Married,3,2,5
DAMAN & DIU,2004,Married,2,6,8
DAMAN & DIU,2004,Widowed/Widower,0,0,0
DAMAN & DIU,2004,Divorcee,0,0,0
DAMAN & DIU,2004,Seperated,0,0,0
DAMAN & DIU,2004,Total,5,8,13
DAMAN & DIU,2005,Never Married,10,4,14
DAMAN & DIU,2005,Married,14,3,17
DAMAN & DIU,2005,Widowed/Widower,0,0,0
DAMAN & DIU,2005,Divorcee,0,0,0
DAMAN & DIU,2005,Seperated,1,0,1
DAMAN & DIU,2005,Total,25,7,32
DAMAN & DIU,2006,Never Married,7,4,11
DAMAN & DIU,2006,Married,6,4,10
DAMAN & DIU,2006,Widowed/Widower,1,0,1
DAMAN & DIU,2006,Divorcee,0,0,0
DAMAN & DIU,2006,Seperated,0,0,0
DAMAN & DIU,2006,Total,14,8,22
DAMAN & DIU,2007,Never Married,2,6,8
DAMAN & DIU,2007,Married,4,3,7
DAMAN & DIU,2007,Widowed/Widower,0,0,0
DAMAN & DIU,2007,Divorcee,0,0,0
DAMAN & DIU,2007,Seperated,0,0,0
DAMAN & DIU,2007,Total,6,9,15
DAMAN & DIU,2008,Never Married,7,1,8
DAMAN & DIU,2008,Married,6,1,7
DAMAN & DIU,2008,Widowed/Widower,0,3,3
DAMAN & DIU,2008,Divorcee,1,0,1
DAMAN & DIU,2008,Seperated,0,0,0
DAMAN & DIU,2008,Total,14,5,19
DAMAN & DIU,2009,Never Married,8,4,12
DAMAN & DIU,2009,Married,6,4,10
DAMAN & DIU,2009,Widowed/Widower,1,0,1
DAMAN & DIU,2009,Divorcee,0,0,0
DAMAN & DIU,2009,Seperated,0,0,0
DAMAN & DIU,2009,Total,15,8,23
DAMAN & DIU,2010,Never Married,10,5,15
DAMAN & DIU,2010,Married,9,7,16
DAMAN & DIU,2010,Widowed/Widower,0,0,0
DAMAN & DIU,2010,Divorcee,0,0,0
DAMAN & DIU,2010,Seperated,0,0,0
DAMAN & DIU,2010,Total,19,12,31
DAMAN & DIU,2011,Never Married,6,9,15
DAMAN & DIU,2011,Married,11,6,17
DAMAN & DIU,2011,Widowed/Widower,0,0,0
DAMAN & DIU,2011,Divorcee,0,0,0
DAMAN & DIU,2011,Seperated,1,0,1
DAMAN & DIU,2011,Total,18,15,33
DAMAN & DIU,2012,Never Married,18,1,19
DAMAN & DIU,2012,Married,6,10,16
DAMAN & DIU,2012,Widowed/Widower,0,0,0
DAMAN & DIU,2012,Divorcee,0,0,0
DAMAN & DIU,2012,Seperated,1,0,1
DAMAN & DIU,2012,Total,25,11,36
DELHI (UT),2001,Never Married,192,124,316
DELHI (UT),2001,Married,508,365,873
DELHI (UT),2001,Widowed/Widower,12,9,21
DELHI (UT),2001,Divorcee,0,1,1
DELHI (UT),2001,Seperated,18,10,28
DELHI (UT),2001,Total,730,509,1239
DELHI (UT),2002,Never Married,172,110,282
DELHI (UT),2002,Married,434,274,708
