State/UT,Year,Cause,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Total
D & N HAVELI,2004,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2004,Total,0,7,6,4,3,20,0,12,5,1,1,19,39
D & N HAVELI,2004,Total (Poison),0,0,2,1,1,4,0,4,2,1,0,7,11
D & N HAVELI,2004,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Drowning,0,0,0,0,1,1,0,0,0,0,0,0,1
D & N HAVELI,2005,By Fire/Self Immolation,0,1,0,0,0,1,0,3,1,0,0,4,5
D & N HAVELI,2005,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Hanging,0,9,10,5,5,29,0,6,2,4,1,13,42
D & N HAVELI,2005,By Consuming Insecticides,0,1,0,0,0,1,0,2,0,2,0,4,5
D & N HAVELI,2005,By Consuming Other Poison,0,5,3,1,0,9,0,1,5,1,0,7,16
D & N HAVELI,2005,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2005,Total,0,16,13,6,6,41,0,12,8,7,1,28,69
D & N HAVELI,2005,Total (Poison),0,6,3,1,0,10,0,3,5,3,0,11,21
D & N HAVELI,2005,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Fire/Self Immolation,0,0,1,0,0,1,0,0,0,0,0,0,1
D & N HAVELI,2006,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Hanging,0,6,4,3,6,19,1,6,5,2,2,16,35
D & N HAVELI,2006,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Consuming Other Poison,0,2,0,0,1,3,0,2,1,0,0,3,6
D & N HAVELI,2006,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2006,Total,0,8,5,3,7,23,1,8,6,2,2,19,42
D & N HAVELI,2006,Total (Poison),0,2,0,0,1,3,0,2,1,0,0,3,6
D & N HAVELI,2006,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Fire/Self Immolation,0,0,1,0,0,1,0,1,1,0,0,2,3
D & N HAVELI,2007,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Hanging,0,13,12,4,7,36,0,10,5,3,1,19,55
D & N HAVELI,2007,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Consuming Other Poison,0,2,1,3,1,7,0,8,2,1,0,11,18
D & N HAVELI,2007,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2007,Total,0,15,14,7,8,44,0,19,8,4,1,32,76
D & N HAVELI,2007,Total (Poison),0,2,1,3,1,7,0,8,2,1,0,11,18
D & N HAVELI,2007,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Drowning,1,0,1,1,0,3,0,1,0,0,1,2,5
D & N HAVELI,2008,By Fire/Self Immolation,0,0,0,0,0,0,0,2,0,1,0,3,3
D & N HAVELI,2008,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Hanging,0,9,10,5,0,24,0,8,3,4,0,15,39
D & N HAVELI,2008,By Consuming Insecticides,0,2,0,1,0,3,0,2,1,0,0,3,6
D & N HAVELI,2008,By Consuming Other Poison,0,0,0,1,1,2,0,2,2,1,0,5,7
D & N HAVELI,2008,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2008,Total,1,11,11,8,1,32,0,15,6,6,1,28,60
D & N HAVELI,2008,Total (Poison),0,2,0,2,1,5,0,4,3,1,0,8,13
D & N HAVELI,2008,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Fire/Self Immolation,0,0,1,0,0,1,0,4,0,0,1,5,6
D & N HAVELI,2009,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Hanging,0,8,6,7,2,23,0,8,4,0,5,17,40
D & N HAVELI,2009,By Consuming Insecticides,0,2,3,1,0,6,0,1,0,0,1,2,8
D & N HAVELI,2009,By Consuming Other Poison,0,0,0,0,0,0,0,1,0,1,0,2,2
D & N HAVELI,2009,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2009,Total,0,10,10,8,2,30,0,14,4,1,7,26,56
D & N HAVELI,2009,Total (Poison),0,2,3,1,0,6,0,2,0,1,1,4,10
D & N HAVELI,2009,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Fire/Self Immolation,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Hanging,0,13,10,5,4,32,0,14,2,2,0,18,50
D & N HAVELI,2010,By Consuming Insecticides,0,1,1,0,0,2,0,1,0,0,0,1,3
D & N HAVELI,2010,By Consuming Other Poison,0,0,1,1,1,3,0,3,2,2,0,7,10
D & N HAVELI,2010,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2010,Total,0,14,12,6,5,37,0,18,4,4,0,26,63
D & N HAVELI,2010,Total (Poison),0,1,2,1,1,5,0,4,2,2,0,8,13
D & N HAVELI,2010,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Fire/Self Immolation,0,0,1,3,0,4,0,2,1,0,0,3,7
D & N HAVELI,2011,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Hanging,0,20,6,5,1,32,0,9,3,3,0,15,47
D & N HAVELI,2011,By Consuming Insecticides,0,0,0,0,0,0,0,0,1,0,0,1,1
D & N HAVELI,2011,By Consuming Other Poison,0,1,1,1,0,3,0,2,0,0,1,3,6
D & N HAVELI,2011,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Jumping from (Other sites),0,1,0,0,0,1,0,0,0,0,0,0,1
D & N HAVELI,2011,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2011,By Other means (please specify),0,1,0,0,0,1,0,0,0,0,0,0,1
D & N HAVELI,2011,Total,0,23,8,9,1,41,0,13,5,3,1,22,63
D & N HAVELI,2011,Total (Poison),0,1,1,1,0,3,0,2,1,0,1,4,7
D & N HAVELI,2011,Total (Jumping),0,1,0,0,0,1,0,0,0,0,0,0,1
D & N HAVELI,2012,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Drowning,0,0,0,0,0,0,0,0,0,0,1,1,1
D & N HAVELI,2012,By Fire/Self Immolation,0,0,1,0,0,1,0,0,0,1,0,1,2
D & N HAVELI,2012,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Hanging,0,12,13,4,3,32,0,9,1,0,2,12,44
D & N HAVELI,2012,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Consuming Other Poison,0,1,0,0,0,1,0,3,0,1,0,4,5
D & N HAVELI,2012,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Jumping from (Other sites),0,2,0,0,0,2,0,0,0,0,0,0,2
D & N HAVELI,2012,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,2012,By Other means (please specify),0,2,2,1,0,5,0,6,1,0,0,7,12
D & N HAVELI,2012,Total,0,17,16,5,3,41,0,18,2,2,3,25,66
D & N HAVELI,2012,Total (Poison),0,1,0,0,0,1,0,3,0,1,0,4,5
D & N HAVELI,2012,Total (Jumping),0,2,0,0,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2001,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Fire/Self Immolation,0,0,1,0,0,1,0,1,0,0,0,1,2
DAMAN & DIU,2001,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Hanging,0,2,3,0,0,5,0,1,0,0,0,1,6
DAMAN & DIU,2001,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Consuming Other Poison,0,1,1,0,0,2,0,1,0,0,0,1,3
DAMAN & DIU,2001,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2001,By Other means (please specify),0,1,1,0,0,2,0,1,0,0,0,1,3
DAMAN & DIU,2001,Total,0,4,6,0,0,10,0,4,0,0,0,4,14
DAMAN & DIU,2001,Total (Poison),0,1,1,0,0,2,0,1,0,0,0,1,3
DAMAN & DIU,2001,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Fire/Self Immolation,0,0,1,0,1,2,0,0,0,0,0,0,2
DAMAN & DIU,2002,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Hanging,0,3,7,1,0,11,0,1,1,0,0,2,13
DAMAN & DIU,2002,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Consuming Other Poison,0,1,1,0,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2002,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,By Other means,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2002,Total,0,4,9,1,1,15,0,1,1,0,0,2,17
DAMAN & DIU,2002,Total (Poison),0,1,1,0,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2002,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Drowning,0,0,1,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2003,By Fire/Self Immolation,1,2,2,0,0,5,0,1,2,0,0,3,8
DAMAN & DIU,2003,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Hanging,0,5,2,2,0,9,0,1,0,1,0,2,11
DAMAN & DIU,2003,By Consuming Insecticides,0,0,2,0,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2003,By Consuming Other Poison,0,0,1,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2003,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2003,By Other means (please specify),0,0,0,0,0,0,0,1,0,0,0,1,1
DAMAN & DIU,2003,Total,1,7,8,2,0,18,0,3,2,1,0,6,24
DAMAN & DIU,2003,Total (Poison),0,0,3,0,0,3,0,0,0,0,0,0,3
DAMAN & DIU,2003,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Drowning,0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2004,By Fire/Self Immolation,0,0,0,0,0,0,0,2,0,0,0,2,2
DAMAN & DIU,2004,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Hanging,0,1,3,0,0,4,0,5,0,0,0,5,9
DAMAN & DIU,2004,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Consuming Other Poison,0,0,0,0,0,0,0,1,0,0,0,1,1
DAMAN & DIU,2004,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2004,Total,0,1,3,1,0,5,0,8,0,0,0,8,13
DAMAN & DIU,2004,Total (Poison),0,0,0,0,0,0,0,1,0,0,0,1,1
DAMAN & DIU,2004,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Drowning,0,3,0,2,0,5,0,0,1,0,0,1,6
DAMAN & DIU,2005,By Fire/Self Immolation,0,0,0,0,0,0,0,2,0,0,0,2,2
DAMAN & DIU,2005,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Hanging,0,6,3,0,0,9,0,2,1,0,0,3,12
DAMAN & DIU,2005,By Consuming Insecticides,1,1,0,0,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2005,By Consuming Other Poison,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2005,By Other means (please specify),0,0,1,8,0,9,0,1,0,0,0,1,10
DAMAN & DIU,2005,Total,1,10,4,10,0,25,0,5,2,0,0,7,32
DAMAN & DIU,2005,Total (Poison),1,1,0,0,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2005,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Over Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Fire/Self Immolation,0,1,0,0,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2006,By Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Hanging,0,4,4,0,0,8,1,2,0,0,0,3,11
DAMAN & DIU,2006,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Consuming Other Poison,0,2,0,0,1,3,2,2,1,0,0,5,8
DAMAN & DIU,2006,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2006,By Other means (please specify),0,0,1,1,0,2,0,0,0,0,0,0,2
DAMAN & DIU,2006,Total,0,7,5,1,1,14,3,4,1,0,0,8,22
DAMAN & DIU,2006,Total (Poison),0,2,0,0,1,3,2,2,1,0,0,5,8
DAMAN & DIU,2006,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Over Alcoholism,0,0,0,0,0,0,0,0,1,0,0,1,1
DAMAN & DIU,2007,By Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Fire/Self Immolation,0,1,0,0,0,1,0,4,1,0,0,5,6
DAMAN & DIU,2007,By Fire-Arms,0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2007,By Hanging,0,2,1,0,0,3,0,3,0,0,0,3,6
DAMAN & DIU,2007,By Consuming Insecticides,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Consuming Other Poison,0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2007,By Self Infliction of injury,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Jumping from (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Jumping from (Other sites),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Jumping off Moving Vehicles/Trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Machine,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Overdose of sleeping pills,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By touching electric wires,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By coming under running vehicles/trains,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,By Other means (please specify),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,2007,Total,0,3,1,2,0,6,0,7,2,0,0,9,15
DAMAN & DIU,2007,Total (Poison),0,0,0,1,0,1,0,0,0,0,0,0,1
DAMAN & DIU,2007,Total (Jumping),0,0,0,0,0,0,0,0,0,0,0,0,0
